CustomerID,Region,TownSize,Gender,Age,EducationYears,UnionMember,EmploymentLength,Retired,HHIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,LoanDefault,MaritalStatus,HouseholdSize,HomeOwner,CarsOwned,CarOwnership,CarBrand,CarValue,CommuteTime,PoliticalPartyMem,Votes,CardTenure,CardItemsMonthly,CardSpendMonth,ActiveLifestyle,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,CallingCard,WirelessData,DataLastMonth,DataOverTenure,Multiline,VM,Pager,Internet,CallerID,CallWait,CallForward,ThreeWayCalling,EBilling,TVWatchingHours,OwnsPC,OwnsMobileDevice,OwnsGameSystem,OwnsFax,NewsSubscriber,AgeRanges,TotalDebt,TotalDebtRanges,HHIncomeRanges,DebtToIncomeRatio_2,DebtToIncomeRatio_rec,TotalLastMonth,TotalOverTenure,VoicePerMonth,EquipmentPerMonth,DataPerMonth,TotalPerMonth,TotalLastMonthBins,RevenueType,PhoneCoTenureYears,Top50_Bottom50,Top_Customers,JobCategoryNo,TotalServicesUsed
9569-AUARYI-SOV,1,3,1,25,15,0,0,1,17000,0.8,0.046512,0.089488,1,1,4,0,3,0,0,8100,34,0,1,7,12,3793,0,16,12,83,1,0,0,0,0,34,510,0,0,0,0,1,1,0,1,1,21,0,0,0,0,1,2,0.136,0,1,8.0,1,46,593,5.1875,0.0,31.875,37,3,2,1,0,Low Value,1,7
7820-PLZGTY-X1X,5,5,0,55,20,0,10,1,208000,14.1,9.208992,20.119007999999997,0,1,3,1,6,0,1,77900,33,1,0,13,10,4709,1,20,26,191,0,29,550,0,1,0,0,0,1,1,0,1,1,1,1,0,14,0,1,0,1,0,4,29.327999999999996,5,5,141.0,7,55,741,9.55,27.5,0.0,37,3,2,1,0,Low Value,1,4
8802-GEPNIO-GC7,1,1,1,78,11,1,23,0,23000,7.2,0.304704,1.3512959999999998,1,0,1,0,2,1,0,12800,17,0,0,37,9,1245,0,73,109,2702,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,17,1,1,0,1,0,5,1.6559999999999997,1,1,72.0,4,109,2702,37.013698630136986,0.0,0.0,37,4,1,5,0,High Value,1,4
4500-JRIATB-YGQ,3,5,1,32,19,1,3,1,47000,5.0,0.75435,1.59565,1,0,1,0,2,0,0,26000,25,0,0,1,14,12431,0,2,9,12,0,31,62,1,1,0,0,1,1,1,0,0,0,1,0,0,11,0,0,0,1,1,3,2.35,1,2,50.0,3,40,74,6.0,31.0,0.0,37,3,2,0,0,Low Value,1,5
4838-PVRNMY-B00,2,1,0,27,15,1,1,1,29000,6.0,0.81258,0.92742,1,1,6,1,4,0,0,20100,22,1,1,7,10,1167,0,22,16,140,0,31,673,0,1,0,0,1,1,1,0,1,1,1,1,0,22,0,0,0,1,1,2,1.74,1,1,60.0,3,47,813,6.363636363636363,30.59090909090909,0.0,36,3,2,1,0,Low Value,2,3
5523-BSOVSA-AOW,4,5,0,20,13,0,0,1,18000,10.4,0.466128,1.405872,0,0,5,0,2,0,1,7000,32,1,1,2,10,2452,0,17,14,92,1,0,0,0,0,34,536,1,0,0,1,0,0,0,0,1,15,0,0,1,1,1,1,1.8719999999999999,1,1,104.0,6,48,628,5.411764705882353,0.0,31.529411764705884,36,3,2,1,0,Low Value,1,8
9032-INJQKT-7XT,5,2,1,20,13,0,0,1,26000,4.1,0.379496,0.686504,1,1,2,1,3,0,0,11600,23,0,1,2,6,1722,0,33,29,367,0,26,848,1,1,0,0,1,1,1,1,1,1,1,1,1,23,0,0,0,1,0,1,1.066,1,1,41.0,3,55,1215,11.121212121212121,25.696969696969695,0.0,36,3,2,2,0,Low Value,2,1
7268-IWPXCN-LTQ,1,1,1,34,11,0,5,1,32000,12.3,0.350304,3.585696,1,1,2,1,4,0,0,18500,27,1,0,4,7,1235,1,11,15,55,1,0,0,0,0,34,350,1,1,0,1,0,0,0,0,1,18,1,1,0,1,1,3,3.936,2,2,123.0,6,49,405,5.0,0.0,31.818181818181817,36,3,2,0,0,Low Value,4,7
8537-DBOZNQ-AH6,1,1,1,65,19,0,25,0,44000,4.3,0.5486800000000001,1.34332,1,0,1,1,3,0,0,19600,27,0,0,10,10,5020,1,44,16,231,0,31,1387,1,1,0,0,0,1,1,0,1,1,1,1,0,18,0,0,0,1,1,5,1.8920000000000001,1,2,43.0,3,47,1618,5.25,31.522727272727273,0.0,36,3,2,3,0,Low Value,4,3
5240-DIDRFM-4O3,1,1,0,76,14,1,11,1,36000,9.0,0.7581600000000001,2.48184,1,1,2,1,4,0,1,21600,22,1,1,38,12,2331,0,73,108,2684,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,16,0,1,1,1,0,5,3.24,2,2,90.0,5,108,2684,36.76712328767123,0.0,0.0,36,4,1,5,0,High Value,1,5
8607-TZSLGG-CGX,2,1,1,74,15,1,11,1,57000,25.8,9.367722,5.338278,1,0,1,1,1,0,0,29800,28,1,1,14,18,4413,1,23,21,182,0,29,662,1,1,0,0,1,1,1,0,1,1,1,1,0,23,0,1,0,0,0,5,14.706,4,3,258.0,8,50,844,7.913043478260869,28.782608695652176,0.0,36,3,2,1,0,Low Value,2,2
7433-QYEXKJ-T6I,3,3,1,57,12,1,5,1,35000,10.0,1.344,2.156,1,0,1,1,2,0,0,20200,36,1,1,11,10,1935,1,26,43,373,0,23,580,1,1,0,0,0,1,1,0,1,1,1,1,0,15,0,0,0,1,1,4,3.5,2,2,100.0,5,66,953,14.346153846153847,22.307692307692307,0.0,36,3,2,2,0,Low Value,2,3
2445-UMQEJQ-FSW,2,1,1,74,12,1,38,0,79000,7.5,2.008575,3.916425,1,0,1,0,3,0,1,27000,23,0,1,35,12,9321,1,72,105,2638,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,21,1,1,1,1,1,5,5.925,3,3,75.0,4,105,2638,36.638888888888886,0.0,0.0,36,4,1,5,0,High Value,3,5
9067-YFIWQS-MHY,1,4,1,36,16,1,2,1,43000,8.2,1.8053119999999998,1.720688,0,1,4,1,2,0,1,23000,28,1,1,11,14,7387,0,30,32,352,0,24,747,1,1,0,0,1,1,1,0,1,1,1,1,1,22,0,1,1,1,1,3,3.526,2,2,82.0,5,56,1099,11.733333333333333,24.9,0.0,36,3,2,2,0,Low Value,2,2
4389-GBKFXB-QAS,5,2,1,28,15,1,6,1,28000,21.6,1.312416,4.735583999999999,1,0,1,0,6,1,1,12600,24,1,1,2,1,82,0,8,16,51,0,36,242,1,1,0,0,1,0,1,0,0,0,0,0,0,18,0,0,0,1,1,2,6.047999999999999,3,1,216.0,8,52,293,6.375,30.25,0.0,36,3,2,0,0,Low Value,5,7
9803-GWCZVU-I7L,4,3,1,34,19,1,3,1,47000,21.5,2.435305,7.669695,0,1,2,1,0,2,2,-1000,15,0,1,7,10,2277,1,16,10,79,1,0,0,0,0,35,507,1,0,0,0,0,0,0,0,1,21,0,0,0,1,1,3,10.105,4,2,215.0,8,45,586,4.9375,0.0,31.6875,36,3,2,1,0,Low Value,1,9
6924-IUGUYT-882,2,4,0,72,16,1,12,0,16000,10.5,0.6048,1.0752,1,0,1,1,1,1,0,8600,36,1,1,38,12,1806,1,72,107,2634,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,23,0,1,1,1,0,5,1.68,1,1,105.0,6,107,2634,36.583333333333336,0.0,0.0,36,4,1,5,0,High Value,1,5
0095-LVHMQG-T94,5,5,1,57,12,0,15,1,48000,10.4,1.9968,2.9952,1,1,2,1,2,0,0,26500,21,1,1,26,5,1140,1,55,28,561,1,0,0,0,0,27,1451,1,1,1,1,0,0,0,0,1,14,1,1,1,1,1,4,4.992,2,2,104.0,6,55,2012,10.2,0.0,26.381818181818183,36,3,2,4,0,Low Value,4,6
3053-MAOKNV-JG7,4,5,0,71,10,1,44,0,22000,7.4,0.92796,0.70004,1,0,1,0,2,1,0,10900,32,1,1,38,11,1990,0,73,105,2670,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,19,1,1,1,1,0,5,1.6280000000000001,1,1,74.0,4,105,2670,36.57534246575342,0.0,0.0,36,4,1,5,0,High Value,6,5
1021-BKWCOZ-SLE,4,2,1,38,16,1,11,1,167000,3.4,2.941204,2.736796,1,1,3,1,3,0,1,79200,17,1,1,20,13,5139,1,68,105,2487,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,19,0,0,1,1,0,3,5.678,3,4,34.0,2,105,2487,36.5735294117647,0.0,0.0,36,4,1,5,0,High Value,4,4
8301-RODDKK-2SL,3,2,1,27,18,1,2,1,20000,4.6,0.7958,0.1242,1,1,5,1,3,0,0,10200,26,1,0,9,3,416,1,16,16,95,0,32,490,1,1,0,0,0,1,1,0,1,1,1,0,1,20,0,0,0,1,1,2,0.9199999999999999,0,1,46.0,3,48,585,5.9375,30.625,0.0,36,3,2,1,0,Low Value,4,4
7772-UISXUF-OP9,5,4,0,26,14,1,3,1,16000,2.6,0.179296,0.236704,1,1,5,1,1,0,1,4200,25,1,1,8,11,1734,0,42,21,291,0,30,1244,0,1,0,0,0,1,0,0,1,1,1,1,1,18,0,1,1,1,1,2,0.41600000000000004,0,1,26.0,2,51,1535,6.928571428571429,29.61904761904762,0.0,36,3,2,3,0,Low Value,3,5
0251-NNYDYD-ZVW,4,2,0,44,15,1,5,1,29000,5.6,0.509936,1.114064,1,0,1,0,0,2,2,-1000,21,1,1,13,10,1953,1,45,14,249,0,33,1393,1,1,0,0,0,1,1,0,1,1,1,0,0,19,0,1,0,1,1,4,1.6239999999999999,1,1,56.0,3,47,1642,5.533333333333333,30.955555555555556,0.0,36,3,2,3,0,Low Value,3,4
0676-QZBXPH-T87,3,3,1,66,8,1,34,0,24000,2.4,0.46425600000000006,0.11174400000000001,1,0,1,1,2,0,1,13000,34,1,0,37,13,3230,0,73,108,2663,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,26,1,0,1,1,0,5,0.5760000000000001,0,1,24.0,2,108,2663,36.47945205479452,0.0,0.0,36,4,1,5,0,High Value,4,6
0238-VGATLL-U7B,2,3,0,78,9,1,44,0,25000,18.0,1.089,3.411,1,1,2,1,4,1,0,16500,31,1,1,40,10,4528,0,73,102,2661,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,16,0,1,1,1,0,5,4.5,2,1,180.0,7,102,2661,36.45205479452055,0.0,0.0,36,4,1,5,0,High Value,4,2
0407-SLTYDQ-NGJ,5,2,0,19,12,0,0,1,24000,14.1,1.6581599999999999,1.72584,0,0,1,1,0,2,2,-1000,19,1,0,1,3,538,1,16,33,202,0,30,381,1,1,0,0,0,1,1,0,0,1,1,1,0,25,0,0,0,1,0,1,3.384,2,1,141.0,7,63,583,12.625,23.8125,0.0,36,3,2,1,0,Low Value,5,4
5015-IYTEBF-TB1,4,5,1,33,22,1,2,1,33000,6.9,1.32066,0.95634,1,1,2,0,1,0,1,15600,25,1,0,11,15,3919,0,32,15,197,0,31,969,1,1,0,0,0,0,1,0,1,1,0,1,0,16,0,0,1,1,0,3,2.277,1,2,69.0,4,46,1166,6.15625,30.28125,0.0,36,3,2,2,0,Low Value,1,5
2358-OAWUVJ-W1C,2,4,1,71,19,0,21,0,21000,4.6,0.23184000000000002,0.73416,1,0,1,1,2,0,0,11000,18,1,1,33,9,2078,1,64,29,694,0,24,1638,0,1,0,0,0,1,1,0,1,1,1,1,1,22,0,1,0,1,1,5,0.9660000000000001,0,1,46.0,3,53,2332,10.84375,25.59375,0.0,36,3,2,5,0,Low Value,4,4
7553-HAWCLM-JVG,2,3,0,31,11,0,1,1,24000,9.9,0.73656,1.6394400000000002,1,1,5,1,2,0,1,13900,25,0,1,5,12,5560,1,19,33,255,0,26,437,1,1,0,0,0,1,1,0,1,1,1,1,0,17,0,1,0,1,1,3,2.3760000000000003,1,1,99.0,5,59,692,13.421052631578947,23.0,0.0,36,3,2,1,0,Low Value,2,3
7479-ZIKHKI-FQF,5,5,1,46,17,1,11,1,101000,7.8,2.7415439999999998,5.136456,1,0,2,1,4,0,1,36700,24,1,0,9,12,6749,1,19,21,154,0,29,537,0,1,0,0,0,1,1,0,0,0,1,1,0,17,0,0,0,0,0,4,7.878,3,4,78.0,4,50,691,8.105263157894736,28.263157894736842,0.0,36,3,2,1,0,Low Value,5,6
5501-FTYRRQ-ZIU,2,1,1,31,19,1,0,1,25000,2.4,0.3504,0.2496,1,1,4,1,4,0,1,19000,22,0,0,5,9,1096,0,19,12,99,0,33,592,1,1,0,0,0,0,1,0,0,1,0,1,0,21,0,0,0,1,1,3,0.6,0,1,24.0,2,45,691,5.2105263157894735,31.157894736842106,0.0,36,3,2,1,0,Low Value,2,6
9809-NBCXAS-1RB,4,5,0,36,12,1,5,1,45000,8.3,0.8889299999999999,2.84607,0,0,2,0,3,0,0,21200,26,0,0,13,13,4611,1,39,20,264,0,27,1150,1,1,0,0,0,1,1,0,1,1,1,1,0,29,0,0,0,1,1,3,3.735,2,2,83.0,5,47,1414,6.769230769230769,29.487179487179485,0.0,36,3,2,3,0,Low Value,2,3
2941-ZKRIUU-4G1,5,5,1,27,18,1,2,1,44000,8.5,1.02102,2.7189799999999997,0,1,5,0,1,0,1,21200,25,1,0,4,7,816,1,12,22,84,0,31,351,1,1,0,0,1,0,1,0,1,1,1,0,0,25,0,0,1,1,1,2,3.7399999999999998,2,2,85.0,5,53,435,7.0,29.25,0.0,36,3,2,0,0,Low Value,4,4
1771-QMEBQF-HCN,3,1,1,31,15,1,4,1,93000,4.0,1.38384,2.33616,1,1,4,1,2,0,0,39500,23,1,0,13,7,2126,0,41,31,476,0,24,1010,0,1,0,0,1,1,1,0,1,1,1,1,0,25,0,1,0,1,1,3,3.7199999999999998,2,3,40.0,2,55,1486,11.609756097560975,24.634146341463413,0.0,36,3,2,3,0,Low Value,3,3
6091-WODCWE-LT4,1,1,0,65,18,1,6,1,50000,26.0,6.019,6.981,0,1,2,1,4,0,1,20000,24,1,0,4,12,3105,1,17,16,109,0,29,507,0,1,0,0,1,0,1,0,1,1,1,1,0,13,0,0,0,0,1,5,13.0,4,2,260.0,8,45,616,6.411764705882353,29.823529411764707,0.0,36,3,2,1,0,Low Value,2,4
2212-AOYDMW-0ZV,2,2,0,78,20,0,13,0,14000,8.2,0.307664,0.8403360000000001,1,1,2,1,2,1,0,8000,25,1,1,39,9,2428,1,73,107,2644,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,16,0,1,1,1,0,5,1.1480000000000001,1,1,82.0,5,107,2644,36.21917808219178,0.0,0.0,36,4,1,5,0,High Value,1,5
7456-PTKLMX-BTI,1,1,1,71,19,1,7,0,14000,23.0,2.33772,0.88228,1,0,1,0,4,0,1,5600,24,0,0,9,10,1982,1,32,19,220,1,0,0,0,0,28,938,0,0,1,0,0,0,0,0,0,23,0,0,1,0,1,5,3.2199999999999998,2,1,230.0,8,47,1158,6.875,0.0,29.3125,36,3,2,2,0,Low Value,2,9
7245-IQSJWH-NNJ,1,1,1,75,14,0,29,0,22000,6.0,0.8844,0.4356,1,1,2,1,2,0,0,11800,19,0,1,36,5,739,1,67,107,2422,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,18,0,1,1,1,0,5,1.3199999999999998,1,1,60.0,3,107,2422,36.149253731343286,0.0,0.0,36,4,1,5,0,High Value,4,7
1906-FOLHPJ-CZZ,3,1,1,67,14,1,7,1,28000,5.5,0.42041999999999996,1.11958,1,1,2,0,0,2,2,-1000,20,1,1,35,14,2223,1,65,105,2348,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,19,1,1,1,1,0,5,1.54,1,1,55.0,3,105,2348,36.12307692307692,0.0,0.0,36,4,1,5,0,High Value,2,2
6015-ASUOWY-VXJ,2,2,0,22,17,1,0,1,23000,5.2,0.772616,0.42338400000000004,1,0,1,0,0,2,2,-1000,20,0,1,5,14,2920,0,9,18,74,0,27,251,0,1,0,0,1,1,1,0,1,1,1,1,1,19,0,0,0,1,1,1,1.196,1,1,52.0,3,45,325,8.222222222222221,27.88888888888889,0.0,36,3,2,0,0,Low Value,1,3
0616-WAHGED-HDU,5,3,0,48,14,1,4,1,92000,16.1,4.3251040000000005,10.486896,0,1,3,0,4,0,0,52300,27,0,0,4,11,11049,0,11,23,109,1,0,0,0,0,28,288,1,1,0,0,0,0,0,0,0,24,0,1,0,1,1,4,14.812000000000001,4,3,161.0,7,51,397,9.909090909090908,0.0,26.181818181818183,36,3,2,0,0,Low Value,2,8
8019-ZBQUWM-AIR,5,1,1,57,15,1,21,1,224000,25.4,30.610048,26.285952,0,1,4,1,2,0,1,87100,12,1,0,5,4,1954,1,12,15,70,0,35,363,0,1,0,0,1,1,1,1,0,0,0,0,1,19,1,1,1,0,0,4,56.896,6,5,254.0,8,50,433,5.833333333333333,30.25,0.0,36,3,2,0,0,Low Value,3,6
6945-WLKWCO-6BQ,4,2,0,61,13,1,5,1,38000,7.4,1.017944,1.794056,1,1,3,1,2,0,1,20100,23,1,0,23,0,0,1,50,16,264,0,31,1540,0,1,0,0,1,1,1,0,1,1,1,1,1,10,0,1,1,1,0,5,2.8120000000000003,1,2,74.0,4,47,1804,5.28,30.8,0.0,36,3,2,4,0,Low Value,2,3
6641-UYKMJY-7Y6,5,5,0,28,13,1,1,1,28000,4.1,0.328328,0.819672,1,1,2,1,2,0,0,16800,32,1,0,10,13,5268,0,40,103,1443,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,17,1,0,1,1,1,2,1.148,1,1,41.0,3,103,1443,36.075,0.0,0.0,36,4,1,3,0,High Value,2,2
8593-THQWOR-7NI,5,5,1,29,22,1,0,1,46000,10.1,1.7376040000000001,2.9083959999999998,0,0,2,0,2,0,0,18500,27,0,0,7,10,2805,1,19,15,84,0,31,601,0,1,0,0,0,1,1,0,1,1,1,1,0,18,0,0,0,1,1,2,4.646,2,2,101.0,6,46,685,4.421052631578948,31.63157894736842,0.0,36,3,2,1,0,Low Value,1,4
4944-ITFWMY-KDC,4,3,0,66,13,0,19,0,23000,10.4,1.418456,0.9735440000000001,1,1,3,1,3,0,0,17800,28,1,1,36,7,1334,0,71,101,2559,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,19,1,1,1,1,0,5,2.392,1,1,104.0,6,101,2559,36.04225352112676,0.0,0.0,36,4,1,5,0,High Value,4,5
1462-SXEVBW-VFB,4,2,0,42,14,0,7,1,50000,6.2,0.7409,2.3591,1,0,3,0,1,1,1,17500,20,0,1,3,12,5900,0,5,14,23,1,0,0,0,0,33,157,1,1,0,0,0,0,0,0,0,22,0,1,1,1,1,4,3.1,2,2,62.0,4,47,180,4.6,0.0,31.4,36,3,2,0,0,Low Value,1,8
9325-URAAUT-7FA,1,1,0,47,19,1,3,1,189000,10.8,5.021351999999999,15.390648,0,1,4,1,2,0,1,96000,12,0,1,22,9,3813,1,38,23,305,0,29,1061,0,1,0,0,0,1,1,0,1,1,1,1,0,24,0,0,0,1,0,4,20.412,5,4,108.0,6,52,1366,8.026315789473685,27.92105263157895,0.0,35,3,2,3,0,Low Value,2,4
2680-QCLJXZ-EQU,3,3,0,69,12,1,24,1,165000,4.9,2.9106,5.1744,1,0,1,0,2,0,1,83700,18,0,1,30,8,3202,1,69,100,2480,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,14,1,1,1,1,0,5,8.085,3,4,49.0,3,100,2480,35.94202898550725,0.0,0.0,35,4,1,5,0,Mid Value,1,5
7287-HYPLCA-0YV,3,4,0,27,12,1,1,1,45000,12.4,2.27106,3.30894,0,0,1,1,1,0,1,24600,29,0,1,6,12,2691,0,12,23,109,1,0,0,0,0,28,322,1,1,1,1,0,0,0,0,1,23,0,0,1,1,0,2,5.58,3,2,124.0,6,51,431,9.083333333333334,0.0,26.833333333333332,35,3,2,0,0,Low Value,1,6
9646-FRBESD-5CK,2,2,0,53,17,1,3,1,94000,16.4,3.345272,12.070727999999999,0,0,1,0,3,0,1,53700,24,1,1,6,10,2615,0,17,10,51,0,32,559,0,1,0,0,1,1,1,0,0,1,1,0,1,15,0,1,1,1,1,4,15.415999999999999,4,3,164.0,7,42,610,3.0,32.88235294117647,0.0,35,3,2,1,0,Low Value,2,5
4562-HTBBAD-DX3,5,4,0,46,21,1,1,1,32000,4.4,0.180224,1.227776,1,0,1,1,2,0,1,17200,21,0,1,19,13,1791,1,38,26,344,1,0,0,0,0,26,1019,1,1,0,0,0,0,0,1,1,14,0,1,0,1,1,4,1.408,1,2,44.0,3,52,1363,9.052631578947368,0.0,26.81578947368421,35,3,2,3,0,Low Value,2,7
9980-ZIBEGL-OBS,3,5,1,52,19,1,8,1,142000,4.1,2.53257,3.2894300000000003,1,1,3,1,2,0,1,53700,28,1,0,30,9,3531,0,65,99,2330,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,23,1,1,0,1,0,4,5.822000000000001,3,4,41.0,3,99,2330,35.84615384615385,0.0,0.0,35,4,1,5,0,Mid Value,1,5
7444-WJWKGZ-67A,1,1,1,61,14,1,11,0,11000,41.7,1.366926,3.2200740000000003,1,0,1,0,2,1,1,5100,23,0,1,11,12,1763,1,38,16,195,0,32,1167,0,1,0,0,0,1,1,0,1,1,1,1,0,19,0,0,0,1,1,5,4.587000000000001,2,1,417.0,8,48,1362,5.131578947368421,30.710526315789473,0.0,35,3,2,3,0,Low Value,3,4
1044-QTPABQ-WVW,3,3,1,67,20,1,19,1,89000,7.6,1.9277400000000002,4.83626,1,0,1,0,3,0,0,30600,10,1,1,14,7,6092,1,45,36,502,1,0,0,0,0,26,1110,1,0,1,0,1,0,0,0,0,25,0,0,1,1,0,5,6.764,3,3,76.0,4,62,1612,11.155555555555555,0.0,24.666666666666668,35,3,2,3,0,Low Value,1,7
3675-GZFGOT-QJN,2,2,0,68,10,1,24,1,196000,8.0,7.934080000000001,7.74592,1,0,1,1,1,0,0,64500,21,1,0,35,11,8721,1,70,102,2507,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,19,1,1,1,1,0,5,15.68,4,4,80.0,4,102,2507,35.81428571428572,0.0,0.0,35,4,1,5,0,High Value,1,1
6227-BPYCTY-MBT,4,4,0,69,14,1,14,0,20000,6.8,0.5072800000000001,0.85272,1,0,1,0,2,0,1,9100,45,1,0,9,13,3483,0,40,21,332,1,0,0,0,0,27,1100,1,0,0,1,0,0,0,0,1,14,0,1,0,0,0,5,1.36,1,1,68.0,4,48,1432,8.3,0.0,27.5,35,3,2,3,0,Low Value,2,8
3495-VLHEGU-FUI,5,5,1,22,15,1,1,1,30000,12.4,0.3162,3.4038,1,1,5,0,2,0,0,15500,32,1,0,4,17,3081,0,24,15,137,0,31,722,0,1,0,0,0,1,1,0,1,1,1,1,0,16,0,0,0,1,0,1,3.7199999999999998,2,1,124.0,6,46,859,5.708333333333333,30.083333333333332,0.0,35,3,2,1,0,Low Value,4,4
8696-ZFDBUR-ECI,5,5,0,53,8,1,18,1,61000,16.8,4.232424,6.015576,1,1,2,1,2,0,1,35000,27,1,0,35,7,3098,1,67,103,2397,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,13,0,0,1,1,0,4,10.248000000000001,4,3,168.0,7,103,2397,35.776119402985074,0.0,0.0,35,4,1,5,0,High Value,4,4
4762-CPVKNE-QZ0,1,4,1,31,13,1,3,1,37000,15.5,0.4588,5.2762,0,0,1,1,2,0,1,20100,31,1,0,6,8,1817,1,12,10,68,1,0,0,0,0,31,361,1,1,0,1,0,0,0,0,1,21,0,1,0,1,1,3,5.735,3,2,155.0,7,41,429,5.666666666666667,0.0,30.083333333333332,35,3,2,0,0,Low Value,2,7
6497-QFPFGG-UW3,2,4,1,28,14,0,4,1,36000,8.9,1.355292,1.8487080000000002,0,1,3,1,3,0,1,17500,27,1,1,11,9,1250,1,19,19,154,0,29,525,1,1,0,0,1,0,1,0,1,1,1,1,0,22,0,0,0,1,1,2,3.204,2,2,89.0,5,48,679,8.105263157894736,27.63157894736842,0.0,35,3,2,1,0,Low Value,4,3
7311-MYHRLP-TH2,3,1,1,70,18,1,24,1,345000,4.1,4.003035,10.141964999999999,1,0,1,0,2,0,1,90700,15,1,0,17,15,11938,1,29,25,238,0,27,798,0,1,0,0,1,1,1,0,1,0,1,1,1,29,0,0,1,1,1,5,14.145,4,5,41.0,3,52,1036,8.206896551724139,27.517241379310345,0.0,35,3,2,2,0,Low Value,3,4
0731-DIVQCB-56I,3,3,0,24,19,0,0,1,26000,6.9,0.496938,1.2970620000000002,0,0,2,0,4,0,0,13600,26,0,0,6,12,2423,0,38,39,530,0,22,827,0,1,0,0,0,1,1,0,1,1,1,1,0,10,0,0,0,1,1,2,1.794,1,1,69.0,4,61,1357,13.947368421052632,21.763157894736842,0.0,35,3,2,3,0,Low Value,6,4
8327-RBGUNG-MBN,2,4,1,58,11,1,16,1,41000,6.9,0.19802999999999998,2.63097,1,0,1,1,2,1,0,21100,24,1,1,38,10,4815,0,72,107,2571,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,20,0,0,1,1,0,4,2.829,1,2,69.0,4,107,2571,35.708333333333336,0.0,0.0,35,4,1,5,0,High Value,1,6
2269-ZAHTST-4EO,4,2,0,33,17,1,1,1,47000,15.0,4.92795,2.12205,0,0,4,0,4,0,0,19300,22,0,0,9,14,8303,0,16,19,112,0,32,459,1,1,0,0,1,0,1,0,1,0,0,0,1,26,0,1,0,1,1,3,7.050000000000001,3,2,150.0,7,51,571,7.0,28.6875,0.0,35,3,2,1,0,Low Value,2,6
2546-GBZZFM-S9M,5,4,1,38,12,0,11,1,38000,4.4,0.732336,0.9396639999999999,1,1,2,1,1,0,0,23800,30,1,1,8,13,6575,0,16,18,115,0,29,456,0,1,0,0,1,1,1,0,1,0,0,1,1,27,0,1,1,1,1,3,1.672,1,2,44.0,3,47,571,7.1875,28.5,0.0,35,3,2,1,0,Low Value,6,5
5210-NANSKD-22P,5,5,0,68,7,1,23,1,64000,3.8,0.44505600000000006,1.9869439999999998,1,1,2,1,4,1,1,31800,32,0,0,35,8,1243,1,70,104,2498,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,26,1,1,1,1,0,5,2.432,1,3,38.0,2,104,2498,35.68571428571428,0.0,0.0,35,4,1,5,0,High Value,3,4
2794-GBOANT-LQM,5,5,0,42,12,1,13,1,44000,8.6,1.6687439999999998,2.115256,1,0,3,1,1,1,1,25700,31,0,1,6,18,6131,0,22,22,171,0,29,614,1,1,0,0,1,1,1,0,1,1,1,1,1,28,0,0,0,1,1,4,3.784,2,2,86.0,5,51,785,7.7727272727272725,27.90909090909091,0.0,35,3,2,1,0,Low Value,5,2
1084-BMZWDC-CRS,5,1,0,61,17,1,7,1,22000,6.6,0.180048,1.271952,1,1,3,1,2,0,1,11500,21,1,1,13,12,4067,1,24,18,164,0,30,692,1,1,0,0,1,1,1,0,1,0,1,1,0,28,0,0,0,1,0,5,1.452,1,1,66.0,4,48,856,6.833333333333333,28.833333333333332,0.0,35,3,2,1,0,Low Value,1,3
0486-AAVGZJ-UHS,3,3,0,21,16,0,0,1,52000,4.8,0.526656,1.9693439999999998,1,0,3,1,2,0,0,37100,35,1,0,3,17,3849,0,12,12,59,0,32,369,1,1,0,0,1,1,0,0,1,1,1,1,0,14,0,0,0,1,1,1,2.4959999999999996,1,3,48.0,3,44,428,4.916666666666667,30.75,0.0,35,3,2,0,0,Low Value,6,3
4802-SSTLBG-RCC,3,1,0,19,12,1,0,1,16000,13.0,1.0192,1.0608,0,1,5,0,2,0,0,9800,27,1,1,2,9,1971,1,12,11,50,1,0,0,0,0,32,378,1,0,0,0,0,0,0,0,1,16,0,0,1,1,1,1,2.08,1,1,130.0,6,43,428,4.166666666666667,0.0,31.5,35,3,2,0,0,Low Value,4,9
