,annual_revenue,Month_on_Book,Checking_avg_Bal,Savings_avg_Bal,Loans_LOC_avg_Bal,CreditCard_avg_Bal,CDs_avg_Bal,HELoans_HELOC_avg_Bal,MMDA_avg_Bal,Branch_Visits_3_Mos,Branch_Trans_3_Mos,ATMVisits_3_Mos,ATM_Trans_3_Mos,signon_visit_3_Mos,signon_trans_3_Mos,CC_Visits_3_Mos,VRU_visits_3_Mos,BP_trans_3_Mos,RDC_trans_3_Mos,OLB_ENROLLED,OLB_ACTIVE,MOBILE_ACTIVE,Active user,Checking_flag,Savings_flag,Loans_LOC_flag,CreditCard_flag,CDs_flag,HELoans_HELOC_flag,MMDA_flag,Customer Value,Number_of_Children,Family_composition,Gender_P1,marital_status_P1,Dwelling_Type,Number_of_Adults,Length_of_Residence,Household_Age,Household_Size,HH_EDUCATION_VALUE,HH_INCOME2,Occupation,Liquid_Resources,Investment_Resources,Auto-Refinance,Credit Card,Home Equity (ITA),DirectMail_SENT,Click,Open,Send,Email_SENT
1969,169.42,90,201.233333333333,0.0,0.0,0.0,0.0,0.0,618.923333333333,4.0,8.0,6.0,9.0,13.0,15.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,1,820.156666666666,0.0,2.0,1,1,1.0,3.0,8.0,6.0,3.0,4.0,7,5.0,12.0,9.0,0.0,1.0,0.0,1.0,0,0,1,1
1970,80.8,90,2537.21,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,31.0,31.0,11.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,2537.21,3.0,7.0,2,1,1.0,2.0,8.0,5.0,5.0,4.0,6,9.0,13.0,12.0,0.0,0.0,0.0,0.0,0,0,1,1
1971,2938.37,90,107196.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,107196.62,0.0,14.0,2,2,1.0,1.0,6.0,6.0,1.0,3.0,6,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0,0,1,1
1972,1306.24,183,7863.29666666667,64269.26,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,88.0,129.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2,1,1,0,0,0,0,0,72132.55666666667,2.0,1.0,2,1,1.0,3.0,7.0,4.0,5.0,4.0,4,0.0,14.0,12.0,0.0,1.0,0.0,1.0,1,1,1,1
1973,48.85,90,593.493333333333,522.533333333333,0.0,0.0,0.0,0.0,0.0,1.0,2.0,16.0,25.0,145.0,185.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,2,1,1,0,0,0,0,0,1116.026666666666,0.0,12.0,1,2,1.0,1.0,3.0,1.0,1.0,3.0,6,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0,0,1,1
1974,1261.32,90,163.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,38.0,56.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,163.15,0.0,14.0,2,2,1.0,1.0,2.0,2.0,1.0,3.0,5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0,1,1
1975,408.6,90,1124.30333333333,0.0,0.0,0.0,0.0,0.0,153.21,1.0,1.0,1.0,2.0,12.0,12.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,1,0,0,1,1277.5133333333301,0.0,14.0,2,2,1.0,1.0,4.0,5.0,1.0,2.0,1,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0,0,1,1
1976,777.3,89,0.0,0.0,14355.3366666667,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,14355.3366666667,0.0,8.0,2,2,1.0,2.0,7.0,4.0,3.0,2.0,8,0.0,7.0,10.0,0.0,1.0,0.0,1.0,0,0,1,1
1977,138.72,89,1950.99333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,26.0,27.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,1950.99333333333,0.0,2.0,1,1,2.0,4.0,2.0,6.0,4.0,4.0,6,14.0,10.0,9.0,0.0,0.0,0.0,0.0,0,0,1,1
1978,1072.38,89,9257.66333333333,0.0,0.0,0.0,0.0,0.0,26433.9233333333,1.0,1.0,1.0,2.0,27.0,28.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,1,35691.586666666626,0.0,14.0,2,2,1.0,1.0,5.0,4.0,1.0,4.0,6,0.0,6.0,11.0,0.0,1.0,0.0,1.0,0,0,1,1
1979,70.08,89,1343.75,0.0,0.0,0.0,0.0,0.0,1344.68666666667,3.0,4.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,1,2688.43666666667,0.0,2.0,2,1,1.0,2.0,8.0,7.0,2.0,5.0,8,14.0,14.0,12.0,0.0,0.0,0.0,0.0,0,0,1,1
1980,192.36,89,7050.21666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,17.0,6.0,12.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,7050.21666666667,0.0,14.0,2,2,1.0,1.0,4.0,3.0,1.0,3.0,4,20.0,1.0,2.0,0.0,0.0,0.0,0.0,0,1,1,1
1981,81.53,89,1276.31666666667,0.0,0.0,432.346666666667,0.0,0.0,0.0,0.0,0.0,16.0,28.0,65.0,95.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,2,1,0,0,1,0,0,0,1708.663333333337,0.0,12.0,1,2,1.0,1.0,1.0,2.0,1.0,3.0,3,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,1,1
1982,22.79,89,743.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,743.66,0.0,6.0,1,1,1.0,3.0,4.0,4.0,4.0,4.0,9,0.0,13.0,11.0,0.0,1.0,0.0,1.0,0,1,1,1
1983,62.06,89,2391.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,24.0,95.0,129.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,2391.39,0.0,14.0,2,2,1.0,2.0,4.0,4.0,3.0,2.0,6,0.0,2.0,5.0,1.0,1.0,0.0,1.0,0,0,1,1
1984,19.12,88,537.56,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,16.0,30.0,65.0,74.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,537.56,3.0,13.0,2,2,1.0,1.0,6.0,2.0,4.0,2.0,3,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,1,1,1
1985,90.29,88,2534.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,27.0,28.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,2534.43,2.0,1.0,1,1,1.0,2.0,4.0,3.0,4.0,3.0,8,0.0,8.0,10.0,0.0,1.0,0.0,1.0,0,0,1,1
1986,9.6,88,43.8433333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,1,0,43.8433333333333,3.0,1.0,1,1,1.0,4.0,8.0,6.0,7.0,4.0,6,8.0,12.0,11.0,0.0,1.0,0.0,1.0,0,1,1,1
1987,411.26,88,19057.4466666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,109.0,135.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,19057.4466666667,0.0,2.0,1,1,2.0,2.0,6.0,7.0,2.0,2.0,2,14.0,7.0,5.0,0.0,1.0,0.0,1.0,0,0,1,1
1988,93.24,88,74.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0,74.5,0.0,12.0,1,2,1.0,1.0,4.0,3.0,1.0,4.0,7,0.0,12.0,10.0,0.0,0.0,0.0,0.0,0,0,1,1
1989,38.78,176,700.293333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,13.0,24.0,43.0,93.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,700.293333333333,0.0,14.0,2,2,2.0,1.0,5.0,2.0,1.0,2.0,5,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1
1990,1639.14,87,1437.69333333333,0.0,0.0,0.0,0.0,57517.63,2040.74666666667,3.0,3.0,3.0,5.0,77.0,78.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,1,0,1,1,60996.07,0.0,14.0,2,2,2.0,1.0,3.0,5.0,1.0,2.0,6,8.0,10.0,11.0,0.0,0.0,0.0,0.0,0,0,1,1
1991,743.79,139,502.723333333333,0.0,18224.13,789.07,0.0,0.0,2150.13333333333,0.0,0.0,7.0,9.0,159.0,450.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,1,1,0,0,1,21666.056666666664,0.0,12.0,1,2,2.0,1.0,5.0,2.0,1.0,2.0,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1
1992,247.32,87,155.516666666667,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,6.0,12.0,69.0,90.0,0.0,29.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,155.516666666667,0.0,6.0,2,2,1.0,2.0,6.0,6.0,2.0,2.0,3,14.0,2.0,4.0,0.0,0.0,0.0,0.0,0,0,1,1
1993,269.4,87,10253.3933333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,10253.3933333333,1.0,1.0,1,1,1.0,3.0,8.0,4.0,4.0,3.0,7,0.0,3.0,7.0,0.0,1.0,0.0,1.0,0,1,1,1
1994,482.88,87,18923.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,18923.29,0.0,8.0,2,1,1.0,2.0,6.0,5.0,2.0,4.0,6,6.0,10.0,10.0,0.0,1.0,0.0,1.0,0,0,1,1
1995,256.31,87,9853.67666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,9853.67666666667,0.0,2.0,1,1,1.0,2.0,6.0,6.0,2.0,2.0,6,0.0,6.0,8.0,0.0,1.0,0.0,1.0,0,0,1,1
1996,777.12,87,30275.9233333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,94.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,30275.9233333333,1.0,1.0,2,1,1.0,3.0,8.0,5.0,4.0,2.0,8,0.0,4.0,10.0,0.0,1.0,0.0,1.0,0,1,1,1
1997,515.68,87,19616.8133333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,19616.8133333333,0.0,12.0,1,2,1.0,1.0,5.0,3.0,1.0,5.0,2,0.0,14.0,12.0,0.0,1.0,0.0,1.0,0,1,1,1
1998,190.38,87,1989.98333333333,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,5.0,5.0,68.0,81.0,0.0,0.0,22.0,1.0,1.0,1.0,1.0,2,1,0,0,0,0,0,1,1991.16333333333,0.0,12.0,1,2,5.0,1.0,6.0,4.0,1.0,4.0,6,6.0,3.0,8.0,0.0,1.0,0.0,1.0,1,1,1,1
1999,141.3,87,3629.87333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,3629.87333333333,0.0,14.0,2,2,1.0,1.0,5.0,7.0,1.0,4.0,1,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0,0,1,1
2000,0.0,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,0.0,1.0,1.0,2,1,1.0,2.0,5.0,4.0,3.0,3.0,2,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0,0,1,1
2001,658.98,87,509.303333333333,0.0,0.0,5213.83333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,1,0,0,0,5723.136666666664,0.0,12.0,1,2,1.0,1.0,4.0,3.0,1.0,2.0,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1
2002,99.28,87,3658.29333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,3658.29333333333,0.0,14.0,2,2,1.0,1.0,7.0,5.0,1.0,2.0,3,9.0,2.0,5.0,0.0,0.0,0.0,0.0,0,1,1,1
2003,12.71,87,102.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,102.4,0.0,14.0,2,2,1.0,1.0,5.0,4.0,1.0,3.0,2,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0,1,1
2004,506.46,157,3514.46333333333,11870.19,0.0,0.0,0.0,0.0,3910.47666666667,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,1,19295.13,0.0,12.0,2,2,1.0,2.0,7.0,5.0,1.0,4.0,7,19.0,12.0,11.0,0.0,1.0,0.0,1.0,0,0,1,1
2005,211.18,138,1139.99,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,13.0,118.0,389.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,1139.99,1.0,1.0,1,1,6.0,2.0,6.0,3.0,3.0,3.0,6,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0,1,1,1
2006,1344.12,87,7659.26333333333,0.0,16662.4366666667,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,4.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,2,1,0,1,0,0,0,0,24321.70000000003,0.0,2.0,1,1,1.0,2.0,5.0,3.0,3.0,4.0,2,0.0,14.0,12.0,0.0,0.0,0.0,0.0,0,1,1,1
2007,1144.16,289,3934.71333333333,1.0,0.0,0.0,5224.95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,1,0,1,1,0,9160.66333333333,1.0,5.0,1,1,1.0,2.0,8.0,5.0,3.0,4.0,1,0.0,14.0,12.0,0.0,1.0,0.0,1.0,0,0,1,1
2008,1647.52,86,678.403333333333,0.0,5933.34666666667,3034.96333333333,0.0,0.0,0.0,3.0,3.0,18.0,24.0,121.0,571.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,1,1,0,0,0,9646.713333333333,0.0,2.0,1,1,6.0,3.0,3.0,5.0,3.0,1.0,6,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0,0,1,1
2009,2175.05,86,1602.77666666667,99.39,0.0,0.0,0.0,0.0,37623.6,3.0,5.0,1.0,2.0,14.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,0,0,1,39325.76666666667,0.0,14.0,2,2,1.0,1.0,6.0,6.0,1.0,4.0,3,20.0,5.0,5.0,0.0,0.0,0.0,0.0,0,1,1,1
2010,0.32,86,12.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,12.58,0.0,12.0,1,1,1.0,2.0,8.0,6.0,2.0,2.0,1,10.0,5.0,5.0,0.0,1.0,0.0,1.0,0,0,1,1
2011,41.02,416,2092.93666666667,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,5.0,78.0,105.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,2092.93666666667,0.0,6.0,1,1,1.0,2.0,3.0,5.0,2.0,2.0,2,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0,0,1,1
2012,0.0,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,2.0,2,1,1.0,2.0,3.0,5.0,2.0,4.0,2,0.0,14.0,12.0,0.0,0.0,0.0,0.0,0,0,1,1
2013,12.88,86,192.326666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,23.0,86.0,253.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,192.326666666667,0.0,12.0,2,2,1.0,1.0,3.0,3.0,1.0,3.0,1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0,1,1
2014,1704.08,86,644.316666666667,0.0,25923.6066666667,2511.87,0.0,0.0,2533.55333333333,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,1,0,0,1,31613.346666666694,0.0,2.0,1,1,1.0,2.0,4.0,4.0,3.0,3.0,7,20.0,2.0,7.0,0.0,0.0,0.0,0.0,0,1,1,1
2015,754.67,85,2045.21,17845.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,1,0,0,0,0,0,19890.59,0.0,14.0,2,2,5.0,1.0,6.0,5.0,1.0,4.0,5,0.0,5.0,6.0,0.0,1.0,0.0,1.0,0,0,1,1
2016,1364.92,85,3045.48666666667,0.0,0.0,3801.25333333333,0.0,0.0,0.0,17.0,18.0,31.0,49.0,148.0,323.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,1,0,0,0,6846.74,0.0,6.0,2,2,6.0,2.0,6.0,3.0,2.0,3.0,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1
2017,22.98,85,1104.15666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,13.0,27.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,1104.15666666667,0.0,2.0,1,1,1.0,4.0,6.0,6.0,4.0,5.0,3,19.0,4.0,4.0,0.0,0.0,0.0,0.0,0,0,1,1
2018,292.06,85,284.353333333333,-11.04,0.0,0.0,0.0,0.0,0.0,7.0,11.0,14.0,16.0,53.0,109.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,1,0,0,0,0,0,273.313333333333,0.0,14.0,2,2,5.0,1.0,3.0,1.0,1.0,3.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1
2019,23.77,85,125.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,125.41,0.0,14.0,2,2,1.0,2.0,5.0,4.0,3.0,4.0,2,0.0,12.0,11.0,0.0,1.0,0.0,1.0,0,0,1,1
2020,12.2,85,496.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,496.64,0.0,14.0,2,2,1.0,1.0,4.0,3.0,1.0,3.0,6,0.0,3.0,5.0,0.0,1.0,0.0,1.0,0,0,1,1
2021,-38.38,85,179.34,0.0,0.0,2758.18333333333,0.0,0.0,0.0,0.0,0.0,1.0,2.0,31.0,40.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,2,1,0,0,1,0,0,0,2937.5233333333304,0.0,2.0,2,1,1.0,2.0,4.0,4.0,3.0,4.0,2,0.0,14.0,12.0,0.0,0.0,0.0,0.0,0,0,1,1
2022,2190.38,84,8416.81333333334,3093.04,0.0,9.29666666666667,0.0,0.0,0.0,13.0,23.0,0.0,0.0,51.0,99.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,1,1,1,0,0,0,11519.150000000007,2.0,1.0,1,1,1.0,3.0,8.0,5.0,5.0,4.0,4,6.0,14.0,12.0,0.0,1.0,0.0,1.0,0,0,1,1
2023,18.91,84,368.076666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,86.0,170.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,368.076666666667,0.0,14.0,2,2,2.0,1.0,3.0,2.0,1.0,2.0,1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1
2024,661.88,84,21258.2466666667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,62.0,88.0,0.0,0.0,15.0,0.0,1.0,1.0,0.0,1,1,0,1,1,0,0,0,21258.2466666667,0.0,8.0,2,2,1.0,2.0,6.0,5.0,2.0,4.0,6,5.0,12.0,11.0,0.0,0.0,0.0,0.0,0,1,1,1
2025,21.82,84,65.2766666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,19.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,65.2766666666667,0.0,12.0,1,2,2.0,1.0,5.0,4.0,1.0,4.0,3,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1,1,1,1
2026,186.62,84,2552.92333333333,0.0,0.0,0.0,0.0,0.0,4536.03,4.0,4.0,45.0,87.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,7088.953333333329,0.0,2.0,1,1,1.0,4.0,7.0,5.0,4.0,4.0,2,6.0,12.0,12.0,0.0,0.0,0.0,0.0,0,1,1,1
2027,37.93,84,441.356666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,31.0,37.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,441.356666666667,0.0,12.0,1,2,2.0,1.0,5.0,5.0,1.0,3.0,1,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0,0,1,1
2028,998.28,84,3867.46,0.0,17134.7833333333,0.0,0.0,0.0,32666.6666666667,3.0,4.0,6.0,6.0,103.0,521.0,0.0,0.0,3.0,5.0,1.0,1.0,1.0,2,1,0,1,0,0,0,1,53668.91,0.0,2.0,1,1,1.0,2.0,3.0,3.0,3.0,3.0,1,0.0,14.0,12.0,0.0,1.0,0.0,1.0,0,0,1,1
2029,0.52,84,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,0.02,3.0,1.0,2,1,1.0,2.0,7.0,3.0,5.0,4.0,9,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0,0,1,1
2030,750.75,137,16146.55,0.0,0.0,1563.68666666667,0.0,0.0,0.0,1.0,1.0,15.0,17.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,0,0,1,0,0,0,17710.236666666668,0.0,2.0,2,1,1.0,2.0,5.0,3.0,3.0,3.0,9,0.0,6.0,9.0,0.0,1.0,0.0,1.0,0,0,1,1
2031,1429.92,84,1297.09,1333.34666666667,0.0,0.0,0.0,47794.27,0.0,0.0,0.0,8.0,17.0,41.0,60.0,0.0,0.0,27.0,2.0,1.0,1.0,1.0,2,1,1,1,1,0,1,0,50424.706666666665,0.0,2.0,1,1,1.0,2.0,8.0,6.0,2.0,3.0,7,8.0,14.0,11.0,0.0,0.0,0.0,0.0,0,1,1,1
2032,-94.36,84,1207.46666666667,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,0,0,0,1207.46666666667,5.0,1.0,1,1,1.0,5.0,8.0,6.0,9.0,5.0,7,8.0,14.0,11.0,0.0,0.0,0.0,0.0,0,0,1,1
2033,996.1,83,1429.09,0.0,0.0,0.0,0.0,26558.74,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,27987.83,2.0,1.0,1,1,1.0,4.0,8.0,4.0,6.0,4.0,3,8.0,14.0,12.0,0.0,0.0,0.0,0.0,0,1,1,1
2034,105.71,83,1549.78,4.87,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,13.0,34.0,42.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,1,1,0,0,0,0,0,1554.6499999999999,1.0,11.0,1,2,1.0,1.0,6.0,1.0,2.0,2.0,2,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,1,1
2035,8.44,83,166.366666666667,0.0,0.0,18.7,0.0,0.0,323.796666666667,1.0,1.0,0.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1,0,0,1,508.863333333334,0.0,12.0,1,2,2.0,1.0,5.0,7.0,1.0,2.0,1,14.0,6.0,5.0,0.0,0.0,0.0,0.0,0,0,1,1
2036,462.84,83,3511.14333333333,0.0,9158.19,0.0,0.0,0.0,0.0,9.0,15.0,8.0,12.0,15.0,19.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,0,0,0,12669.33333333333,0.0,6.0,1,2,1.0,2.0,6.0,5.0,2.0,4.0,7,0.0,13.0,11.0,0.0,1.0,0.0,1.0,0,1,1,1
2037,315.12,83,978.1,0.0,0.0,277.873333333333,0.0,0.0,1601.21333333333,0.0,0.0,3.0,3.0,111.0,121.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2,1,0,0,1,0,0,1,2857.186666666663,0.0,14.0,2,2,1.0,1.0,3.0,3.0,1.0,3.0,3,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0,1,1
2038,48.5,83,174.686666666667,0.0,0.0,2063.96,0.0,0.0,0.0,1.0,1.0,0.0,0.0,26.0,28.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2,1,0,1,1,0,0,0,2238.646666666667,0.0,14.0,2,2,1.0,1.0,5.0,5.0,1.0,3.0,2,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,1,1,1
2039,371.1,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,14.0,2,2,1.0,1.0,4.0,2.0,1.0,4.0,6,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0,1,1,1
