Date,Month,Sub-Category,Description,Account Name,Transaction Type,Count,Category Number,Sub-Category Number,Category,Budget,Expense Type,Expense Type Factor,Forecast Amount,Budget Amount,Amount,Cash
2019-03-25,2019-03-25,Groceries,Wal-Mart,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,10.83,12.996,-10.83,11921.280000000002
2019-03-25,2019-03-25,Music,iTunes,Venture,debit,1,11,4,Entertainment,Est,Discretionary,0.1,0.99,0.099,-0.99,11921.280000000002
2019-03-27,2019-03-27,Coffee Shops,Dunkin Donuts,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,5.42,5.962000000000001,-5.42,11676.260000000002
2019-03-27,2019-03-27,Fast Food,TUCKERS - DOVER STRIPE.COM CAUS,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,8.93,4.465,-8.93,11676.260000000002
2019-03-27,2019-03-27,Gas & Fuel,Circle K,CHECKING,debit,2,4,3,Auto & Transport,Est,Fixed,0.5,50.18,25.09,-50.18,11676.260000000002
2019-03-27,2019-03-27,Groceries,Lovell Lake Food Center,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,8.17,9.804,-8.17,11676.260000000002
2019-03-27,2019-03-27,Groceries,Wal-Mart,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,13.78,16.535999999999998,-13.78,11676.260000000002
2019-03-28,2019-03-28,Coffee Shops,Dunkin Donuts,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,4.57,5.027000000000001,-4.57,11589.780000000002
2019-03-28,2019-03-28,Paycheck,Liberty Mutual,CHECKING,credit,1,30,1,Income,Input,Fixed,1.0,0.0,0.0,1540.75,11589.780000000002
2019-03-28,2019-03-28,Paycheck,Payroll  CONVENIENTMD DESC: DIRECT DEP,CHECKING,credit,1,30,1,Income,Input,Fixed,1.0,0.0,0.0,879.25,11589.780000000002
2019-03-28,2019-03-28,Restaurants,GRANITE STEAK & GRILLE,Venture,debit,1,2,6,Food & Dining,Est,Reducable,1.5,33.06,49.59,-33.06,11589.780000000002
2019-03-28,2019-03-28,Restaurants,OSIPEE HOUSE OF PIZ OSSIPEE NHUS,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,26.16,39.24,-26.16,11589.780000000002
2019-03-29,2019-03-29,Cable/ Internet,DirecTV,Venture,debit,1,1,2,Bills & Utilities,Input,Fixed,1.0,0.0,0.0,-59.49,13945.990000000003
2019-03-29,2019-03-29,Fast Food,Liberty,Venture,debit,1,2,3,Food & Dining,Est,Reducable,0.5,7.5,3.75,-7.5,13945.990000000003
2019-03-29,2019-03-29,Fast Food,Panera Bread,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,14.19,7.095,-14.19,13945.990000000003
2019-03-29,2019-03-29,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,13.41,16.092,-13.41,13945.990000000003
2019-03-29,2019-03-29,Home Supplies/Servic,Share Draft CHECK # 128 128,CHECKING,debit,1,5,4,Home,Est,Reducable,0.8,25.0,20.0,-25.0,13945.990000000003
2019-03-29,2019-03-29,Investments,DIVIDEND,CREDIT CARD,credit,1,30,9,Income,Est,Fixed,1.0,0.11,0.11,0.11,13945.990000000003
2019-03-29,2019-03-29,Investments,DIVIDEND,EMERSYN,credit,1,30,9,Income,Est,Fixed,1.0,0.4,0.4,0.4,13945.990000000003
2019-03-29,2019-03-29,Investments,DIVIDEND,MORTGAGE,credit,1,30,9,Income,Est,Fixed,1.0,0.35,0.35,0.35,13945.990000000003
2019-03-29,2019-03-29,Investments,DIVIDEND,SAFETY NET,credit,1,30,9,Income,Est,Fixed,1.0,4.6,4.6,4.6,13945.990000000003
2019-03-29,2019-03-29,Investments,DIVIDEND,TEXAS FUND,credit,1,30,9,Income,Est,Fixed,1.0,0.4,0.4,0.4,13945.990000000003
2019-03-31,2019-03-31,Other Fees,CARD SECURITY 1 800 815 4051,XXXXXXXXXX0290,debit,1,13,5,Fees & Charges,Input,Fixed,1.0,0.0,0.0,-2.81,13832.260000000004
2019-03-31,2019-03-31,Tuition,Education,SAFETY NET,credit,1,10,3,Education,Input,Reimbursed,1.0,0.0,0.0,300.0,13832.260000000004
2019-04-01,2019-04-01,Baby Supplies,Dollar Tree,CHECKING,debit,1,3,1,Kids,Input,Fixed,1.0,0.0,0.0,-15.0,14129.450000000004
2019-04-01,2019-04-01,Babysitter & Daycare,Cheese Cake,CHECKING,debit,1,3,2,Kids,Input,Fixed,1.0,0.0,0.0,-60.0,14129.450000000004
2019-04-01,2019-04-01,Coffee Shops,Aroma Joe's,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,3.0,3.3000000000000003,-3.0,14129.450000000004
2019-04-01,2019-04-01,Fast Food,Level Up,Venture,debit,1,2,3,Food & Dining,Est,Reducable,0.5,5.44,2.72,-5.44,14129.450000000004
2019-04-01,2019-04-01,Fast Food,Liberty Cafe,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,5.8,2.9,-5.8,14129.450000000004
2019-04-01,2019-04-01,Fast Food,McDonald's,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,7.64,3.82,-7.64,14129.450000000004
2019-04-01,2019-04-01,Fast Food,Sunoco,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,3.26,1.63,-3.26,14129.450000000004
2019-04-01,2019-04-01,Fast Food,TUCKERS - DOVER STRIPE.COM CAUS,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,13.82,6.91,-13.82,14129.450000000004
2019-04-01,2019-04-01,Fast Food,Venmo,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,20.0,10.0,-20.0,14129.450000000004
2019-04-01,2019-04-01,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,134.53,161.436,-134.53,14129.450000000004
2019-04-01,2019-04-01,Home Supplies/Servic,Share Deposit,CREDIT CARD,credit,1,5,4,Home,Est,Reducable,0.8,510.0,408.0,510.0,14129.450000000004
2019-04-01,2019-04-01,Home Supplies/Servic,Wal-Mart,CHECKING,debit,1,5,4,Home,Est,Reducable,0.8,34.39,27.512,-34.39,14129.450000000004
2019-04-01,2019-04-01,Kids,MAINELY FUN CHILDRE KITTERY MEUS,CHECKING,debit,1,3,3,Kids,Input,Fixed,1.0,0.0,0.0,-4.0,14129.450000000004
2019-04-01,2019-04-01,Movies & DVDs,Redbox,CHECKING,debit,1,11,3,Entertainment,Est,Discretionary,0.1,5.25,0.525,-5.25,14129.450000000004
2019-04-01,2019-04-01,Restaurants,Cheese Cake,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,40.0,60.0,-40.0,14129.450000000004
2019-04-01,2019-04-01,Restaurants,MARGARITAS DOVER,Venture,debit,1,2,6,Food & Dining,Est,Reducable,1.5,34.43,51.644999999999996,-34.43,14129.450000000004
2019-04-01,2019-04-01,Restaurants,Texas Roadhouse,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,7.0,10.5,-7.0,14129.450000000004
2019-04-01,2019-04-01,Ron - Student Loans,Share Deposit,CHECKING,credit,1,30,4,Income,Input,Fixed,1.0,0.0,0.0,250.0,14129.450000000004
2019-04-01,2019-04-01,Student Loan,DEPT EDUCATION DESC: STUDENT LN,CHECKING,debit,1,0,3,Loans,Input,Fixed,1.0,0.0,0.0,-168.57,14129.450000000004
2019-04-01,2019-04-01,Student Loan,FEDLOANSERVICING DESC: STDNT LOAN,CHECKING,debit,1,0,3,Loans,Input,Fixed,1.0,0.0,0.0,-136.21,14129.450000000004
2019-04-01,2019-04-01,Subscriptions,CHEGG ORDER,Venture,debit,1,7,1,Subscriptions,Input,Fixed,1.0,0.0,0.0,-14.95,14129.450000000004
2019-04-02,2019-04-02,Gas & Fuel,Cumberland Farms,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,21.25,10.625,-21.25,14176.160000000003
2019-04-02,2019-04-02,Mortgage & Rent,PENNYMAC DESC: CASH,CHECKING,debit,1,0,2,Loans,Input,Fixed,1.0,0.0,0.0,-1218.22,14176.160000000003
2019-04-02,2019-04-02,Student Loan,NAVI ED SERV WEB DESC: STUDNTLOAN,CHECKING,debit,1,0,3,Loans,Input,Fixed,1.0,0.0,0.0,-330.0,14176.160000000003
2019-04-03,2019-04-03,Shopping,Amazon,XXXXXXXXXX0290,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-24.03,12606.690000000004
2019-04-04,2019-04-04,Baby Supplies,Amazon,XXXXXXXXXX0290,debit,3,3,1,Kids,Input,Fixed,1.0,0.0,0.0,-85.47,12582.660000000003
2019-04-04,2019-04-04,Fast Food,Level Up,Venture,debit,1,2,3,Food & Dining,Est,Reducable,0.5,13.28,6.64,-13.28,12582.660000000003
2019-04-04,2019-04-04,Fast Food,Sunoco,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,5.08,2.54,-5.08,12582.660000000003
2019-04-04,2019-04-04,Gas & Fuel,Circle K,Venture,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,31.06,15.53,-31.06,12582.660000000003
2019-04-04,2019-04-04,Restaurants,THE FARMERS KITCHEN FARMINGTON NHUS,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,15.71,23.565,-15.71,12582.660000000003
2019-04-04,2019-04-04,Shopping,Amazon,Venture,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-26.57,12582.660000000003
2019-04-05,2019-04-05,Coffee Shops,Aroma Joe's,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,6.81,7.4910000000000005,-6.81,12405.490000000003
2019-04-05,2019-04-05,Gas & Fuel,Cumberland Farms,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,22.86,11.43,-22.86,12405.490000000003
2019-04-05,2019-04-05,Gas Stn Snacks/Beer,Circle K,CHECKING,debit,1,2,4,Food & Dining,Est,Reducable,0.8,5.17,4.136,-5.17,12405.490000000003
2019-04-06,2019-04-06,Music,iTunes,Venture,debit,1,11,4,Entertainment,Est,Discretionary,0.1,4.99,0.49900000000000005,-4.99,12370.650000000003
2019-04-08,2019-04-08,Baby Supplies,Target,CHECKING,debit,2,3,1,Kids,Input,Fixed,1.0,0.0,0.0,-107.94,12365.660000000003
2019-04-08,2019-04-08,Clothing - SAP,Amazon,Venture,debit,1,10,3,Shopping,Input,Reducable,1.0,0.0,0.0,-21.99,12365.660000000003
2019-04-08,2019-04-08,Coffee Shops,Aroma Joe's,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,5.45,5.995000000000001,-5.45,12365.660000000003
2019-04-08,2019-04-08,Fast Food,Chipotle,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,11.99,5.995,-11.99,12365.660000000003
2019-04-08,2019-04-08,Fast Food,McDonald's,CHECKING,debit,2,2,3,Food & Dining,Est,Reducable,0.5,10.75,5.375,-10.75,12365.660000000003
2019-04-08,2019-04-08,Fast Food,Sunoco,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,5.97,2.985,-5.97,12365.660000000003
2019-04-08,2019-04-08,Groceries,Market Basket,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,164.22,197.064,-164.22,12365.660000000003
2019-04-08,2019-04-08,Home Improvement,PERSONALIZEDPLANET.COM,Venture,debit,1,5,2,Home,Input,Reducable,0.8,0.0,0.0,-8.99,12365.660000000003
2019-04-08,2019-04-08,Misc Shopping,PENNY CANDY SHOP,Venture,debit,1,10,6,Shopping,Input,Discretionary,1.0,0.0,0.0,-7.22,12365.660000000003
2019-04-08,2019-04-08,Restaurants,NOLANS BRICK OVEN BISTRO,Venture,debit,1,2,6,Food & Dining,Est,Reducable,1.5,36.0,54.0,-36.0,12365.660000000003
2019-04-08,2019-04-08,Shopping,Groupon,Venture,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-5.0,12365.660000000003
2019-04-09,2019-04-09,Cash Gifts,Deposit,SAFETY NET,credit,1,30,6,Income,Input,Fixed,1.0,0.0,0.0,40.0,11980.140000000003
2019-04-10,2019-04-10,Clothing - SAP,Amazon,Venture,credit,1,10,3,Shopping,Input,Reducable,1.0,0.0,0.0,21.99,12020.140000000003
2019-04-10,2019-04-10,Coffee Shops,Aroma Joe's,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,3.0,3.3000000000000003,-3.0,12020.140000000003
2019-04-10,2019-04-10,Shopping,Wal-Mart,Venture,debit,1,10,8,Shopping,Input,Reducable,1.0,0.0,0.0,-23.91,12020.140000000003
2019-04-10,2019-04-10,Subscriptions,Netflix,Venture,debit,1,7,1,Subscriptions,Input,Fixed,1.0,0.0,0.0,-12.99,12020.140000000003
2019-04-10,2019-04-10,Veterinary,Miltons,Venture,debit,1,8,10,Misc Expenses,Input,Fixed,1.0,0.0,0.0,-62.0,12020.140000000003
2019-04-11,2019-04-11,Baby Supplies,Amazon,XXXXXXXXXX0290,debit,1,3,1,Kids,Input,Fixed,1.0,0.0,0.0,-24.99,11940.230000000003
2019-04-11,2019-04-11,Fast Food,Taco Bell,Venture,debit,1,2,3,Food & Dining,Est,Reducable,0.5,8.06,4.03,-8.06,11940.230000000003
2019-04-11,2019-04-11,Gas & Fuel,Circle K,Venture,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,39.13,19.565,-39.13,11940.230000000003
2019-04-11,2019-04-11,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,3.44,4.128,-3.44,11940.230000000003
2019-04-11,2019-04-11,Hair,EXTREME HAIR,Venture,debit,1,9,1,Personal Care,Input,Fixed,1.0,0.0,0.0,-30.0,11940.230000000003
2019-04-11,2019-04-11,Paycheck,Liberty Mutual,CHECKING,credit,1,30,1,Income,Input,Fixed,1.0,0.0,0.0,1621.45,11940.230000000003
2019-04-11,2019-04-11,Paycheck,Payroll  CONVENIENTMD DESC: DIRECT DEP,CHECKING,credit,1,30,1,Income,Input,Fixed,1.0,0.0,0.0,1024.17,11940.230000000003
2019-04-11,2019-04-11,Restaurants,FOREST PUMP AND FILTER,Venture,debit,1,2,6,Food & Dining,Est,Reducable,1.5,16.0,24.0,-16.0,11940.230000000003
2019-04-11,2019-04-11,Restaurants,TUMBLEDOWN CAFE LLC,Venture,debit,1,2,6,Food & Dining,Est,Reducable,1.5,50.0,75.0,-50.0,11940.230000000003
2019-04-12,2019-04-12,Cable/ Internet,Time Warner,CHECKING,debit,1,1,2,Bills & Utilities,Input,Fixed,1.0,0.0,0.0,-70.99,14414.230000000003
2019-04-12,2019-04-12,Fast Food,Liberty,Venture,debit,1,2,3,Food & Dining,Est,Reducable,0.5,5.5,2.75,-5.5,14414.230000000003
2019-04-12,2019-04-12,Fast Food,Liberty Cafe,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,5.2,2.6,-5.2,14414.230000000003
2019-04-12,2019-04-12,Fast Food,Taco Bell,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,15.43,7.715,-15.43,14414.230000000003
2019-04-12,2019-04-12,Fast Food,Wild Willys Burgers,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,11.61,5.805,-11.61,14414.230000000003
2019-04-12,2019-04-12,Gas & Fuel,Sunoco,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,23.18,11.59,-23.18,14414.230000000003
2019-04-15,2019-04-15,Alcohol & Bars,RI RA IRISH PUB PORTSMOUT,Venture,debit,2,2,1,Food & Dining,Est,Discretionary,1.0,19.35,19.35,-19.35,14282.320000000003
2019-04-15,2019-04-15,Coffee Shops,Aroma Joe's,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,3.0,3.3000000000000003,-3.0,14282.320000000003
2019-04-15,2019-04-15,Coffee Shops,Dunkin Donuts,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,4.35,4.785,-4.35,14282.320000000003
2019-04-15,2019-04-15,Fast Food,McDonald's,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,4.89,2.445,-4.89,14282.320000000003
2019-04-15,2019-04-15,Fast Food,Panera Bread,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,12.59,6.295,-12.59,14282.320000000003
2019-04-15,2019-04-15,Fast Food,Sunoco,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,9.21,4.605,-9.21,14282.320000000003
2019-04-15,2019-04-15,Fast Food,Taco Bell,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,3.15,1.575,-3.15,14282.320000000003
2019-04-15,2019-04-15,Gas & Fuel,Circle K,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,37.56,18.78,-37.56,14282.320000000003
2019-04-15,2019-04-15,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,169.1,202.92,-169.1,14282.320000000003
2019-04-15,2019-04-15,Groceries,MARKET SQUARE NEWS,Venture,debit,1,2,5,Food & Dining,Est,Reducable,1.2,7.1,8.52,-7.1,14282.320000000003
2019-04-15,2019-04-15,Hobbies,Jo-Ann Stores,CHECKING,debit,1,10,5,Shopping,Input,Reducable,1.0,0.0,0.0,-4.0,14282.320000000003
2019-04-15,2019-04-15,Music,iTunes,Venture,debit,1,11,4,Entertainment,Est,Discretionary,0.1,9.72,0.9720000000000001,-9.72,14282.320000000003
2019-04-15,2019-04-15,Parking,PORTSMOUTH PARKING PORTSMOUTH NHUS,CHECKING,debit,1,4,4,Auto & Transport,Est,Fixed,1.0,10.5,10.5,-10.5,14282.320000000003
2019-04-15,2019-04-15,Restaurants,Brgr Bar,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,37.0,55.5,-37.0,14282.320000000003
2019-04-15,2019-04-15,Restaurants,Federal Cigar,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,5.85,8.774999999999999,-5.85,14282.320000000003
2019-04-15,2019-04-15,Restaurants,Izzy's,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,6.7,10.05,-6.7,14282.320000000003
2019-04-15,2019-04-15,Restaurants,MARGARITAS DOVER DOVER NHUS,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,22.53,33.795,-22.53,14282.320000000003
2019-04-15,2019-04-15,Restaurants,THE GOAT BAR AND GR PORTSMOUTH NHUS,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,5.0,7.5,-5.0,14282.320000000003
2019-04-15,2019-04-15,Restaurants,The Wilder Kittery MEUS,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,30.0,45.0,-30.0,14282.320000000003
2019-04-15,2019-04-15,Restaurants,Thirsty Moose,CHECKING,debit,2,2,6,Food & Dining,Est,Reducable,1.5,42.98,64.47,-42.98,14282.320000000003
2019-04-15,2019-04-15,Restaurants,WONTONS SANBORNVILLE NHUS,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,27.25,40.875,-27.25,14282.320000000003
2019-04-15,2019-04-15,Travel,Hotwire,CHECKING,debit,1,12,5,Travel,Input,Fixed,1.0,0.0,0.0,-273.7,14282.320000000003
2019-04-16,2019-04-16,Electric Bill,EVERSOURCE DESC: WEB_PAY,CHECKING,debit,1,1,3,Bills & Utilities,Input,Reducable,0.9,0.0,0.0,-106.52,13536.790000000003
2019-04-16,2019-04-16,Groceries,Wal-Mart,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,9.95,11.94,-9.95,13536.790000000003
2019-04-17,2019-04-17,Coffee Shops,Aroma Joe's,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,4.36,4.796000000000001,-4.36,13420.320000000003
2019-04-17,2019-04-17,Gifts & Donations,Share Withdrawal,MORTGAGE,debit,1,14,3,Gifts & Donations,Input,Reducable,1.5,0.0,0.0,-100.0,13420.320000000003
2019-04-17,2019-04-17,Groceries,Amazon,Venture,debit,1,2,5,Food & Dining,Est,Reducable,1.2,18.9,22.679999999999996,-18.9,13420.320000000003
2019-04-17,2019-04-17,Home Supplies/Servic,Wal-Mart,CHECKING,debit,1,5,4,Home,Est,Reducable,0.8,26.79,21.432000000000002,-26.79,13420.320000000003
2019-04-17,2019-04-17,Restaurants,DOORDASH STRIPE.COM CAUS,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,4.54,6.8100000000000005,-4.54,13420.320000000003
2019-04-18,2019-04-18,Groceries,CVS,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,14.77,17.724,-14.77,13265.730000000003
2019-04-19,2019-04-19,Baby Supplies,Target,CHECKING,debit,1,3,1,Kids,Input,Fixed,1.0,0.0,0.0,-12.13,13250.960000000003
2019-04-19,2019-04-19,Music,iTunes,Venture,debit,1,11,4,Entertainment,Est,Discretionary,0.1,5.99,0.5990000000000001,-5.99,13250.960000000003
2019-04-19,2019-04-19,Service & Parts,Meineke,CHECKING,debit,1,4,5,Auto & Transport,Input,Fixed,1.0,0.0,0.0,-34.95,13250.960000000003
2019-04-20,2019-04-20,Restaurants,Chili's,Venture,debit,1,2,6,Food & Dining,Est,Reducable,1.5,27.0,40.5,-27.0,13197.890000000003
2019-04-21,2019-04-21,Clothing,Old Navy,VISA STARTER,debit,1,10,1,Shopping,Input,Reducable,1.0,0.0,0.0,-68.25,13170.890000000003
2019-04-22,2019-04-22,Alcohol & Bars,O'LONE ENTERPRI ROCHESTER NHUS,CHECKING,debit,1,2,1,Food & Dining,Est,Discretionary,1.0,6.5,6.5,-6.5,13102.640000000003
2019-04-22,2019-04-22,Clothing,Old Navy,VISA STARTER,debit,1,10,1,Shopping,Input,Reducable,1.0,0.0,0.0,-5.0,13102.640000000003
2019-04-22,2019-04-22,Coffee Shops,Aroma Joe's,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,8.72,9.592000000000002,-8.72,13102.640000000003
2019-04-22,2019-04-22,Fast Food,Liberty Cafe,CHECKING,debit,3,2,3,Food & Dining,Est,Reducable,0.5,10.25,5.125,-10.25,13102.640000000003
2019-04-22,2019-04-22,Gas & Fuel,Shell,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,30.03,15.015,-30.03,13102.640000000003
2019-04-22,2019-04-22,Gas & Fuel,Sunoco,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,25.0,12.5,-25.0,13102.640000000003
2019-04-22,2019-04-22,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,97.61,117.13199999999999,-97.61,13102.640000000003
2019-04-22,2019-04-22,Home Supplies/Servic,Home Depot,Venture,debit,1,5,4,Home,Est,Reducable,0.8,157.2,125.75999999999999,-157.2,13102.640000000003
2019-04-22,2019-04-22,Music,iTunes,Venture,debit,1,11,4,Entertainment,Est,Discretionary,0.1,0.99,0.099,-0.99,13102.640000000003
2019-04-22,2019-04-22,Parking,PORTSMOUTH PARKING PORTSMOUTH NHUS,CHECKING,debit,1,4,4,Auto & Transport,Est,Fixed,1.0,4.5,4.5,-4.5,13102.640000000003
2019-04-22,2019-04-22,Restaurants,BARRIO TACOS - PORT PORTSMOUTH NHUS,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,15.9,23.85,-15.9,13102.640000000003
2019-04-22,2019-04-22,Restaurants,BARRIO TACOS - PORTSMOUTH,Venture,debit,1,2,6,Food & Dining,Est,Reducable,1.5,49.98,74.97,-49.98,13102.640000000003
2019-04-23,2019-04-23,ATM Fee,ATM Fee Cardtronics CCS 449 NH ROUTE 11 FARMINGTON NHUS,CHECKING,debit,1,13,1,Fees & Charges,Est,Fixed,1.0,2.0,2.0,-2.0,12690.960000000003
2019-04-23,2019-04-23,Groceries,Share Withdrawal Cardtronics CCS 449 NH ROUTE 11 FARMINGTON NHUS,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,23.25,27.9,-23.25,12690.960000000003
2019-04-24,2019-04-24,Auto Insurance,Liberty Mutual,Venture,debit,1,1,1,Bills & Utilities,Input,Fixed,1.0,0.0,0.0,-150.58,12665.710000000003
2019-04-24,2019-04-24,Fast Food,Level Up,Venture,debit,1,2,3,Food & Dining,Est,Reducable,0.5,14.68,7.34,-14.68,12665.710000000003
2019-04-24,2019-04-24,Gas & Fuel,Sunoco,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,42.06,21.03,-42.06,12665.710000000003
2019-04-24,2019-04-24,Misc Shopping,Amazon,Venture,debit,1,10,6,Shopping,Input,Discretionary,1.0,0.0,0.0,-23.99,12665.710000000003
2019-04-24,2019-04-24,Misc Shopping,FREEPRINTS 877-248-8906 CAUS,CHECKING,debit,1,10,6,Shopping,Input,Discretionary,1.0,0.0,0.0,-15.91,12665.710000000003
2019-04-24,2019-04-24,Music,iTunes,Venture,debit,1,11,4,Entertainment,Est,Discretionary,0.1,0.99,0.099,-0.99,12665.710000000003
2019-04-25,2019-04-25,Auto Payment,28931229-03L 04/25/2019 06:10 868744,CHECKING,debit,1,0,1,Loans,Input,Fixed,1.0,0.0,0.0,-340.0,12417.500000000004
2019-04-25,2019-04-25,Fast Food,McDonald's,Venture,debit,1,2,3,Food & Dining,Est,Reducable,0.5,9.01,4.505,-9.01,12417.500000000004
2019-04-25,2019-04-25,Gas Stn Snacks/Beer,Circle K,Venture,debit,1,2,4,Food & Dining,Est,Reducable,0.8,8.46,6.768000000000001,-8.46,12417.500000000004
2019-04-25,2019-04-25,Paycheck,Liberty Mutual,CHECKING,credit,1,30,1,Income,Input,Fixed,1.0,0.0,0.0,1621.46,12417.500000000004
2019-04-25,2019-04-25,Paycheck,Payroll  CONVENIENTMD DESC: DIRECT DEP,CHECKING,credit,1,30,1,Income,Input,Fixed,1.0,0.0,0.0,909.69,12417.500000000004
2019-04-26,2019-04-26,Coffee Shops,Aroma Joe's,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,4.91,5.401000000000001,-4.91,14591.180000000004
2019-04-26,2019-04-26,Fast Food,Liberty,Venture,debit,2,2,3,Food & Dining,Est,Reducable,0.5,7.5,3.75,-7.5,14591.180000000004
2019-04-26,2019-04-26,Gas & Fuel,Sunoco,CHECKING,debit,1,4,3,Auto & Transport,Est,Fixed,0.5,20.0,10.0,-20.0,14591.180000000004
2019-04-26,2019-04-26,Groceries,Hannaford,CHECKING,debit,1,2,5,Food & Dining,Est,Reducable,1.2,38.23,45.876,-38.23,14591.180000000004
2019-04-26,2019-04-26,Restaurants,DOORDASH STRIPE.COM CAUS,CHECKING,debit,1,2,6,Food & Dining,Est,Reducable,1.5,2.87,4.305,-2.87,14591.180000000004
2019-04-28,2019-04-28,Baby Supplies,Amazon,XXXXXXXXXX0290,debit,1,3,1,Kids,Input,Fixed,1.0,0.0,0.0,-110.67,14517.670000000004
2019-04-29,2019-04-29,Coffee Shops,Aroma Joe's,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,4.36,4.796000000000001,-4.36,14407.000000000004
2019-04-29,2019-04-29,Coffee Shops,Dunkin Donuts,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,5.73,6.303000000000001,-5.73,14407.000000000004
2019-04-29,2019-04-29,Coffee Shops,Market Basket,CHECKING,debit,1,2,2,Food & Dining,Est,Reducable,1.1,10.66,11.726,-10.66,14407.000000000004
2019-04-29,2019-04-29,Fast Food,Liberty,Venture,debit,1,2,3,Food & Dining,Est,Reducable,0.5,9.25,4.625,-9.25,14407.000000000004
2019-04-29,2019-04-29,Fast Food,Taco Bell,CHECKING,debit,1,2,3,Food & Dining,Est,Reducable,0.5,2.18,1.09,-2.18,14407.000000000004
