Date,Month,Sub-Category,Description,Account Name,Transaction Type,Count,Amount,Transfer Type
2018-01-29,2018-01-29,Transfer,Transfer to 5 STAR SERVICE CHK,SAFETY NET,debit,1,-100.0,Out
2018-01-30,2018-01-30,Transfer,Transfer from CLUB SAVINGS,CHECKING,credit,1,-1500.0,In
2018-01-30,2018-01-30,Transfer,Transfer to 5 STAR SERVICE CHK,MORTGAGE,debit,1,-1500.0,Out
2018-02-01,2018-02-01,Transfer,Transfer from 5 STAR SERVICE CHK,CREDIT CARD,credit,1,-101.15,In
2018-02-01,2018-02-01,Transfer,Transfer from 5 STAR SERVICE CHK,MORTGAGE,credit,1,-709.02,In
2018-02-01,2018-02-01,Transfer,Transfer from 5 STAR SERVICE CHK,SAFETY NET,credit,1,-350.0,In
2018-02-01,2018-02-01,Transfer,Transfer from CLUB SAVINGS,CREDIT CARD,credit,1,-80.0,In
2018-02-01,2018-02-01,Transfer,Transfer from CLUB SAVINGS,EMERSYN,credit,1,-200.0,In
2018-02-01,2018-02-01,Transfer,Transfer from CLUB SAVINGS,SAFETY NET,credit,1,-340.0,In
2018-02-01,2018-02-01,Transfer,Transfer from HOUSE,CHECKING,credit,1,-194.5,In
2018-02-01,2018-02-01,Transfer,Transfer to 5 STAR SERVICE CHK,SAFETY NET,debit,1,-194.5,Out
2018-02-01,2018-02-01,Transfer,Transfer to BABY,MORTGAGE,debit,1,-200.0,Out
2018-02-01,2018-02-01,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-709.02,Out
2018-02-01,2018-02-01,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-101.15,Out
2018-02-01,2018-02-01,Transfer,Transfer to CREDIT CARD,MORTGAGE,debit,1,-80.0,Out
2018-02-01,2018-02-01,Transfer,Transfer to HOUSE,CHECKING,debit,1,-350.0,Out
2018-02-01,2018-02-01,Transfer,Transfer to HOUSE,MORTGAGE,debit,1,-340.0,Out
2018-02-05,2018-02-05,Transfer,Transfer from 5 STAR SERVICE CHK,CREDIT CARD,credit,1,-120.0,In
2018-02-05,2018-02-05,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-120.0,Out
2018-02-15,2018-02-15,Transfer,Transfer from 5 STAR SERVICE CHK,CREDIT CARD,credit,2,-450.0,In
2018-02-15,2018-02-15,Transfer,Transfer from 5 STAR SERVICE CHK,MORTGAGE,credit,1,-700.0,In
2018-02-15,2018-02-15,Transfer,Transfer from 5 STAR SERVICE CHK,SAFETY NET,credit,1,-850.0,In
2018-02-15,2018-02-15,Transfer,Transfer from HOUSE,CREDIT CARD,credit,1,-250.0,In
2018-02-15,2018-02-15,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-700.0,Out
2018-02-15,2018-02-15,Transfer,Transfer to CREDIT CARD,CHECKING,debit,2,-450.0,Out
2018-02-15,2018-02-15,Transfer,Transfer to CREDIT CARD,SAFETY NET,debit,1,-250.0,Out
2018-02-15,2018-02-15,Transfer,Transfer to HOUSE,CHECKING,debit,1,-850.0,Out
2018-02-21,2018-02-21,Transfer,Capital One,Venture,credit,1,-1600.0,In
2018-02-21,2018-02-21,Transfer,Transfer from 5 STAR SERVICE CHK,SAFETY NET,credit,1,-5700.0,In
2018-02-21,2018-02-21,Transfer,Transfer from CLUB SAVINGS,CHECKING,credit,1,-1420.0,In
2018-02-21,2018-02-21,Transfer,Transfer from CREDIT CARD,CHECKING,credit,1,-1601.0,In
2018-02-21,2018-02-21,Transfer,Transfer to 5 STAR SERVICE CHK,CREDIT CARD,debit,1,-1601.0,Out
2018-02-21,2018-02-21,Transfer,Transfer to 5 STAR SERVICE CHK,MORTGAGE,debit,1,-1420.0,Out
2018-02-21,2018-02-21,Transfer,Transfer to HOUSE,CHECKING,debit,1,-5700.0,Out
2018-02-22,2018-02-22,Transfer,Capital One,CHECKING,debit,1,-1600.0,Out
2018-02-22,2018-02-22,Transfer,Transfer from BABY,CREDIT CARD,credit,1,-300.0,In
2018-02-22,2018-02-22,Transfer,Transfer from HOUSE,CREDIT CARD,credit,1,-400.0,In
2018-02-22,2018-02-22,Transfer,Transfer to CREDIT CARD,EMERSYN,debit,1,-300.0,Out
2018-02-22,2018-02-22,Transfer,Transfer to CREDIT CARD,SAFETY NET,debit,1,-400.0,Out
2018-02-23,2018-02-23,Transfer,Transfer from HOUSE,CREDIT CARD,credit,1,-100.0,In
2018-02-23,2018-02-23,Transfer,Transfer to CREDIT CARD,SAFETY NET,debit,1,-100.0,Out
2018-03-01,2018-03-01,Transfer,Transfer from BABY,CREDIT CARD,credit,1,-200.0,In
2018-03-01,2018-03-01,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-80.0,In
2018-03-01,2018-03-01,Transfer,Transfer from CLASSIC SERVICE CHK,MORTGAGE,credit,1,-710.0,In
2018-03-01,2018-03-01,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-710.0,Out
2018-03-01,2018-03-01,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-80.0,Out
2018-03-01,2018-03-01,Transfer,Transfer to CREDIT CARD,EMERSYN,debit,1,-200.0,Out
2018-03-08,2018-03-08,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-1000.0,In
2018-03-08,2018-03-08,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-1000.0,Out
2018-03-15,2018-03-15,Transfer,Transfer from BABY,CREDIT CARD,credit,1,-500.0,In
2018-03-15,2018-03-15,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-480.0,In
2018-03-15,2018-03-15,Transfer,Transfer from CLASSIC SERVICE CHK,MORTGAGE,credit,1,-710.0,In
2018-03-15,2018-03-15,Transfer,Transfer from HOUSE,CHECKING,credit,1,-200.0,In
2018-03-15,2018-03-15,Transfer,Transfer from HOUSE,CREDIT CARD,credit,1,-925.0,In
2018-03-15,2018-03-15,Transfer,Transfer to CLASSIC SERVICE CHK,SAFETY NET,debit,1,-200.0,Out
2018-03-15,2018-03-15,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-710.0,Out
2018-03-15,2018-03-15,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-480.0,Out
2018-03-15,2018-03-15,Transfer,Transfer to CREDIT CARD,EMERSYN,debit,1,-500.0,Out
2018-03-15,2018-03-15,Transfer,Transfer to CREDIT CARD,SAFETY NET,debit,1,-925.0,Out
2018-03-17,2018-03-17,Transfer,Capital One,Venture,credit,1,-3735.0,In
2018-03-19,2018-03-19,Transfer,Capital One,CHECKING,debit,1,-3735.0,Out
2018-03-19,2018-03-19,Transfer,Transfer from CREDIT CARD,CHECKING,credit,1,-3735.0,In
2018-03-19,2018-03-19,Transfer,Transfer to CLASSIC SERVICE CHK,CREDIT CARD,debit,1,-3735.0,Out
2018-03-21,2018-03-21,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-1000.0,In
2018-03-21,2018-03-21,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-1000.0,Out
2018-03-26,2018-03-26,Transfer,Transfer from HOUSE,CHECKING,credit,1,-50.0,In
2018-03-26,2018-03-26,Transfer,Transfer to CLASSIC SERVICE CHK,SAFETY NET,debit,1,-50.0,Out
2018-03-27,2018-03-27,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-50.0,In
2018-03-27,2018-03-27,Transfer,Transfer to HOUSE,CHECKING,debit,1,-50.0,Out
2018-04-02,2018-04-02,Transfer,Transfer from HOUSE,CREDIT CARD,credit,1,-1000.62,In
2018-04-02,2018-04-02,Transfer,Transfer to CREDIT CARD,SAFETY NET,debit,1,-1000.62,Out
2018-04-05,2018-04-05,Transfer,Transfer,CREDIT CARD,credit,1,-200.0,In
2018-04-05,2018-04-05,Transfer,Transfer,CREDIT CARD,debit,1,-200.0,Out
2018-04-05,2018-04-05,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-200.0,In
2018-04-05,2018-04-05,Transfer,Transfer from CREDIT CARD,SAFETY NET,credit,1,-150.0,In
2018-04-05,2018-04-05,Transfer,Transfer to BABY,CHECKING,debit,1,-200.0,Out
2018-04-05,2018-04-05,Transfer,Transfer to HOUSE,CREDIT CARD,debit,1,-150.0,Out
2018-04-09,2018-04-09,Transfer,Transfer from CREDIT CARD,CHECKING,credit,1,-101.02,In
2018-04-09,2018-04-09,Transfer,Transfer to CLASSIC SERVICE CHK,CREDIT CARD,debit,1,-101.02,Out
2018-04-16,2018-04-16,Transfer,Transfer from BABY,CREDIT CARD,credit,1,-201.09,In
2018-04-16,2018-04-16,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-400.0,In
2018-04-16,2018-04-16,Transfer,Transfer from CLASSIC SERVICE CHK,MORTGAGE,credit,1,-710.0,In
2018-04-16,2018-04-16,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-41.0,In
2018-04-16,2018-04-16,Transfer,Transfer from CLASSIC SERVICE CHK,VISA STARTER,credit,1,-27.48,In
2018-04-16,2018-04-16,Transfer,Transfer from HOUSE,CHECKING,credit,1,-100.0,In
2018-04-16,2018-04-16,Transfer,Transfer to CLASSIC SERVICE CHK,SAFETY NET,debit,1,-100.0,Out
2018-04-16,2018-04-16,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-710.0,Out
2018-04-16,2018-04-16,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-400.0,Out
2018-04-16,2018-04-16,Transfer,Transfer to CREDIT CARD,EMERSYN,debit,1,-201.09,Out
2018-04-16,2018-04-16,Transfer,Transfer to HOUSE,CHECKING,debit,1,-41.0,Out
2018-04-16,2018-04-16,Transfer,Transfer to STAR CIV VISA CLASS,CHECKING,debit,1,-27.48,Out
2018-04-17,2018-04-17,Transfer,Transfer from HOUSE,CHECKING,credit,1,-100.0,In
2018-04-17,2018-04-17,Transfer,Transfer to CLASSIC SERVICE CHK,SAFETY NET,debit,1,-100.0,Out
2018-04-24,2018-04-24,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-300.0,In
2018-04-24,2018-04-24,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-300.0,Out
2018-04-25,2018-04-25,Transfer,Capital One,Venture,credit,1,-2900.0,In
2018-04-25,2018-04-25,Transfer,Transfer from CLUB SAVINGS,CHECKING,credit,1,-1420.28,In
2018-04-25,2018-04-25,Transfer,Transfer from CREDIT CARD,CHECKING,credit,1,-2901.09,In
2018-04-25,2018-04-25,Transfer,Transfer to CLASSIC SERVICE CHK,CREDIT CARD,debit,1,-2901.09,Out
2018-04-25,2018-04-25,Transfer,Transfer to CLASSIC SERVICE CHK,MORTGAGE,debit,1,-1420.28,Out
2018-04-26,2018-04-26,Transfer,Capital One,CHECKING,debit,1,-2900.0,Out
2018-04-26,2018-04-26,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,2,-1180.0,In
2018-04-26,2018-04-26,Transfer,Transfer from CLASSIC SERVICE CHK,MORTGAGE,credit,1,-710.0,In
2018-04-26,2018-04-26,Transfer,Transfer from HOUSE,CHECKING,credit,2,-350.0,In
2018-04-26,2018-04-26,Transfer,Transfer from HOUSE,CREDIT CARD,credit,1,-200.0,In
2018-04-26,2018-04-26,Transfer,Transfer to CLASSIC SERVICE CHK,SAFETY NET,debit,2,-350.0,Out
2018-04-26,2018-04-26,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-710.0,Out
2018-04-26,2018-04-26,Transfer,Transfer to CREDIT CARD,CHECKING,debit,2,-1180.0,Out
2018-04-26,2018-04-26,Transfer,Transfer to CREDIT CARD,SAFETY NET,debit,1,-200.0,Out
2018-04-30,2018-04-30,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-150.0,In
2018-04-30,2018-04-30,Transfer,Transfer from CLASSIC SERVICE CHK,VISA STARTER,credit,1,-11.45,In
2018-04-30,2018-04-30,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-150.0,Out
2018-04-30,2018-04-30,Transfer,Transfer to STAR CIV VISA CLASS,CHECKING,debit,1,-11.45,Out
2018-05-02,2018-05-02,Transfer,Transfer from BABY,CREDIT CARD,credit,1,-74.17,In
2018-05-02,2018-05-02,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-75.0,In
2018-05-02,2018-05-02,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-44.0,In
2018-05-02,2018-05-02,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-75.0,Out
2018-05-02,2018-05-02,Transfer,Transfer to CREDIT CARD,EMERSYN,debit,1,-74.17,Out
2018-05-02,2018-05-02,Transfer,Transfer to HOUSE,CHECKING,debit,1,-44.0,Out
2018-05-04,2018-05-04,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-150.0,In
2018-05-04,2018-05-04,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-150.0,Out
2018-05-08,2018-05-08,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-100.0,In
2018-05-08,2018-05-08,Transfer,Transfer from HOUSE,CHECKING,credit,2,-300.0,In
2018-05-08,2018-05-08,Transfer,Transfer to CLASSIC SERVICE CHK,SAFETY NET,debit,2,-300.0,Out
2018-05-08,2018-05-08,Transfer,Transfer to HOUSE,CHECKING,debit,1,-100.0,Out
2018-05-10,2018-05-10,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,2,-370.0,In
2018-05-10,2018-05-10,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-74.0,In
2018-05-10,2018-05-10,Transfer,Transfer from CLASSIC SERVICE CHK,MORTGAGE,credit,1,-710.0,In
2018-05-10,2018-05-10,Transfer,Transfer to BABY,CHECKING,debit,1,-74.0,Out
2018-05-10,2018-05-10,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-710.0,Out
2018-05-10,2018-05-10,Transfer,Transfer to CREDIT CARD,CHECKING,debit,2,-370.0,Out
2018-05-15,2018-05-15,Transfer,Capital One,Venture,credit,1,-2200.0,In
2018-05-15,2018-05-15,Transfer,Transfer from CREDIT CARD,CHECKING,credit,1,-2199.51,In
2018-05-15,2018-05-15,Transfer,Transfer to CLASSIC SERVICE CHK,CREDIT CARD,debit,1,-2199.51,Out
2018-05-16,2018-05-16,Transfer,Capital One,CHECKING,debit,1,-2200.0,Out
2018-05-16,2018-05-16,Transfer,Transfer from BABY,CREDIT CARD,credit,1,-100.0,In
2018-05-16,2018-05-16,Transfer,Transfer to CREDIT CARD,EMERSYN,debit,1,-100.0,Out
2018-05-18,2018-05-18,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-300.0,In
2018-05-18,2018-05-18,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-300.0,Out
2018-05-21,2018-05-21,Transfer,Transfer,EMERSYN,credit,1,-300.0,In
2018-05-21,2018-05-21,Transfer,Transfer from BABY,CREDIT CARD,credit,1,-400.0,In
2018-05-21,2018-05-21,Transfer,Transfer to CLASSIC SERVICE CHK,SAFETY NET,debit,1,-300.0,Out
2018-05-21,2018-05-21,Transfer,Transfer to CREDIT CARD,EMERSYN,debit,1,-400.0,Out
2018-05-24,2018-05-24,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-100.0,In
2018-05-24,2018-05-24,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-200.0,In
2018-05-24,2018-05-24,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-500.0,In
2018-05-24,2018-05-24,Transfer,Transfer from CLUB SAVINGS,CHECKING,credit,1,-1420.0,In
2018-05-24,2018-05-24,Transfer,Transfer from HOUSE,MORTGAGE,credit,1,-400.0,In
2018-05-24,2018-05-24,Transfer,Transfer to BABY,CHECKING,debit,1,-200.0,Out
2018-05-24,2018-05-24,Transfer,Transfer to CLASSIC SERVICE CHK,MORTGAGE,debit,1,-1420.0,Out
2018-05-24,2018-05-24,Transfer,Transfer to CLUB SAVINGS,SAFETY NET,debit,1,-400.0,Out
2018-05-24,2018-05-24,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-100.0,Out
2018-05-24,2018-05-24,Transfer,Transfer to HOUSE,CHECKING,debit,1,-500.0,Out
2018-05-25,2018-05-25,Transfer,Transfer,CHECKING,debit,1,-10.0,Out
2018-05-25,2018-05-25,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-05-25,2018-05-25,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-10.0,In
2018-05-25,2018-05-25,Transfer,Transfer to HOUSE,CHECKING,debit,1,-10.0,Out
2018-05-31,2018-05-31,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-300.0,In
2018-05-31,2018-05-31,Transfer,Transfer from CREDIT CARD,CHECKING,credit,1,-200.0,In
2018-05-31,2018-05-31,Transfer,Transfer to CLASSIC SERVICE CHK,CREDIT CARD,debit,1,-200.0,Out
2018-05-31,2018-05-31,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-300.0,Out
2018-06-01,2018-06-01,Transfer,Transfer,CHECKING,debit,1,-10.0,Out
2018-06-01,2018-06-01,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-06-05,2018-06-05,Transfer,Transfer from BABY,CHECKING,credit,1,-20.0,In
2018-06-05,2018-06-05,Transfer,Transfer to CLASSIC SERVICE CHK,EMERSYN,debit,1,-20.0,Out
2018-06-07,2018-06-07,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-200.0,In
2018-06-07,2018-06-07,Transfer,Transfer from CLASSIC SERVICE CHK,MORTGAGE,credit,1,-400.0,In
2018-06-07,2018-06-07,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-400.0,Out
2018-06-07,2018-06-07,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-200.0,Out
2018-06-08,2018-06-08,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-06-08,2018-06-08,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-10.0,In
2018-06-08,2018-06-08,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-06-08,2018-06-08,Transfer,Transfer to HOUSE,CHECKING,debit,1,-10.0,Out
2018-06-11,2018-06-11,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-300.0,In
2018-06-11,2018-06-11,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-300.0,Out
2018-06-12,2018-06-12,Transfer,Capital One,Venture,credit,1,-1500.0,In
2018-06-12,2018-06-12,Transfer,Transfer from CREDIT CARD,CHECKING,credit,1,-1500.21,In
2018-06-12,2018-06-12,Transfer,Transfer to CLASSIC SERVICE CHK,CREDIT CARD,debit,1,-1500.21,Out
2018-06-13,2018-06-13,Transfer,Capital One,CHECKING,debit,1,-1500.0,Out
2018-06-15,2018-06-15,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-06-15,2018-06-15,Transfer,Transfer from HOUSE,CHECKING,credit,1,-76.0,In
2018-06-15,2018-06-15,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-06-15,2018-06-15,Transfer,Transfer to CLASSIC SERVICE CHK,SAFETY NET,debit,1,-76.0,Out
2018-06-18,2018-06-18,Transfer,Transfer from BABY,CHECKING,credit,1,-20.0,In
2018-06-18,2018-06-18,Transfer,Transfer to CLASSIC SERVICE CHK,EMERSYN,debit,1,-20.0,Out
2018-06-21,2018-06-21,Transfer,Transfer from CLASSIC SERVICE CHK,MORTGAGE,credit,1,-620.0,In
2018-06-21,2018-06-21,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-500.0,In
2018-06-21,2018-06-21,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-620.0,Out
2018-06-21,2018-06-21,Transfer,Transfer to HOUSE,CHECKING,debit,1,-500.0,Out
2018-06-22,2018-06-22,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-175.0,In
2018-06-22,2018-06-22,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-06-22,2018-06-22,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-10.0,In
2018-06-22,2018-06-22,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-06-22,2018-06-22,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-175.0,Out
2018-06-22,2018-06-22,Transfer,Transfer to HOUSE,CHECKING,debit,1,-10.0,Out
2018-06-25,2018-06-25,Transfer,Transfer from HOUSE,CHECKING,credit,1,-200.0,In
2018-06-25,2018-06-25,Transfer,Transfer to CLASSIC SERVICE CHK,SAFETY NET,debit,1,-200.0,Out
2018-06-28,2018-06-28,Transfer,Transfer from CLUB SAVINGS,CHECKING,credit,1,-1420.0,In
2018-06-28,2018-06-28,Transfer,Transfer to CLASSIC SERVICE CHK,MORTGAGE,debit,1,-1420.0,Out
2018-06-29,2018-06-29,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-06-29,2018-06-29,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-07-02,2018-07-02,Transfer,Transfer from HOUSE,CHECKING,credit,1,-120.55,In
2018-07-02,2018-07-02,Transfer,Transfer from HOUSE,CREDIT CARD,credit,1,-3950.0,In
2018-07-02,2018-07-02,Transfer,Transfer to CLASSIC SERVICE CHK,SAFETY NET,debit,1,-120.55,Out
2018-07-02,2018-07-02,Transfer,Transfer to CREDIT CARD,SAFETY NET,debit,1,-3950.0,Out
2018-07-03,2018-07-03,Transfer,Transfer from HOUSE,CHECKING,credit,1,-300.0,In
2018-07-03,2018-07-03,Transfer,Transfer to CLASSIC SERVICE CHK,SAFETY NET,debit,1,-300.0,Out
2018-07-05,2018-07-05,Transfer,Transfer,CHECKING,debit,2,-760.0,Out
2018-07-05,2018-07-05,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-150.0,In
2018-07-05,2018-07-05,Transfer,Transfer from CLASSIC SERVICE CHK,MORTGAGE,credit,1,-610.0,In
2018-07-05,2018-07-05,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-300.0,In
2018-07-05,2018-07-05,Transfer,Transfer to HOUSE,CHECKING,debit,1,-300.0,Out
2018-07-06,2018-07-06,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-07-06,2018-07-06,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-10.0,In
2018-07-06,2018-07-06,Transfer,Transfer from CREDIT CARD,SAFETY NET,credit,1,-2000.0,In
2018-07-06,2018-07-06,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-07-06,2018-07-06,Transfer,Transfer to HOUSE,CHECKING,debit,1,-10.0,Out
2018-07-06,2018-07-06,Transfer,Transfer to HOUSE,CREDIT CARD,debit,1,-2000.0,Out
2018-07-09,2018-07-09,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-150.0,In
2018-07-09,2018-07-09,Transfer,Transfer from HOUSE,CREDIT CARD,credit,1,-500.0,In
2018-07-09,2018-07-09,Transfer,Transfer to CREDIT CARD,SAFETY NET,debit,1,-500.0,Out
2018-07-09,2018-07-09,Transfer,Transfer to HOUSE,CHECKING,debit,1,-150.0,Out
2018-07-10,2018-07-10,Transfer,Capital One Mobile,Venture,credit,1,-4000.0,In
2018-07-10,2018-07-10,Transfer,Transfer from CREDIT CARD,CHECKING,credit,1,-1000.0,In
2018-07-10,2018-07-10,Transfer,Transfer from HOUSE,CHECKING,credit,1,-3000.0,In
2018-07-10,2018-07-10,Transfer,Transfer to CLASSIC SERVICE CHK,CREDIT CARD,debit,1,-1000.0,Out
2018-07-10,2018-07-10,Transfer,Transfer to CLASSIC SERVICE CHK,SAFETY NET,debit,1,-3000.0,Out
2018-07-11,2018-07-11,Transfer,Capital One,CHECKING,debit,1,-4000.0,Out
2018-07-12,2018-07-12,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-100.0,In
2018-07-12,2018-07-12,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-100.0,Out
2018-07-13,2018-07-13,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-07-13,2018-07-13,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-07-16,2018-07-16,Transfer,Transfer from HOUSE,CHECKING,credit,1,-20.0,In
2018-07-16,2018-07-16,Transfer,Transfer to CLASSIC SERVICE CHK,SAFETY NET,debit,1,-20.0,Out
2018-07-19,2018-07-19,Transfer,Transfer from BABY,CREDIT CARD,credit,1,-40.33,In
2018-07-19,2018-07-19,Transfer,Transfer from CREDIT CARD,SAFETY NET,credit,1,-855.08,In
2018-07-19,2018-07-19,Transfer,Transfer to CREDIT CARD,EMERSYN,debit,1,-40.33,Out
2018-07-19,2018-07-19,Transfer,Transfer to HOUSE,CREDIT CARD,debit,1,-855.08,Out
2018-07-20,2018-07-20,Transfer,Capital One,CHECKING,debit,1,-1795.86,Out
2018-07-20,2018-07-20,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-07-20,2018-07-20,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-10.0,In
2018-07-20,2018-07-20,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-07-20,2018-07-20,Transfer,Transfer to HOUSE,CHECKING,debit,1,-10.0,Out
2018-07-26,2018-07-26,Transfer,Capital One Mobile,Venture,credit,1,-300.0,In
2018-07-27,2018-07-27,Transfer,Capital One,CHECKING,debit,1,-300.0,Out
2018-07-27,2018-07-27,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-07-27,2018-07-27,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-08-01,2018-08-01,Transfer,Transfer from CLUB SAVINGS,CHECKING,credit,1,-1220.0,In
2018-08-01,2018-08-01,Transfer,Transfer to CLASSIC SERVICE CHK,MORTGAGE,debit,1,-1220.0,Out
2018-08-02,2018-08-02,Transfer,Capital One Mobile,Venture,credit,1,-200.0,In
2018-08-02,2018-08-02,Transfer,Transfer from HOUSE,MORTGAGE,credit,1,-609.42,In
2018-08-02,2018-08-02,Transfer,Transfer to CLUB SAVINGS,SAFETY NET,debit,1,-609.42,Out
2018-08-03,2018-08-03,Transfer,Capital One,CHECKING,debit,1,-200.0,Out
2018-08-03,2018-08-03,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-08-03,2018-08-03,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-10.0,In
2018-08-03,2018-08-03,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-08-03,2018-08-03,Transfer,Transfer to HOUSE,CHECKING,debit,1,-10.0,Out
